	Control_cell_T0-1	Control_cell_T0-2	Control_cell_T0-3	Control_cell_T1h-1	Control_cell_T1h-2	Control_cell_T1h-3	Control_cell_T2h-1	Control_cell_T2h-2	Control_cell_T2h-3	Control_cell_T4h-1	Control_cell_T4h-2	Control_cell_T4h-3	Control_cell_T6h-1	Control_cell_T6h-2	Control_cell_T6h-3	Control_cell_T24h-1	Control_cell_T24h-2	Control_cell_T24h-3	L-Cycloserine_cell_T0-1	L-Cycloserine_cell_T0-2	L-Cycloserine_cell_T0-3	L-Cycloserine_cell_T1h-1	L-Cycloserine_cell_T1h-2	L-Cycloserine_cell_T1h-3	L-Cycloserine_cell_T2h-1	L-Cycloserine_cell_T2h-2	L-Cycloserine_cell_T2h-3	L-Cycloserine_cell_T4h-1	L-Cycloserine_cell_T4h-2	L-Cycloserine_cell_T4h-3	L-Cycloserine_cell_T6h-1	L-Cycloserine_cell_T6h-2	L-Cycloserine_cell_T6h-3	L-Cycloserine_cell_T24h-1	L-Cycloserine_cell_T24h-2	L-Cycloserine_cell_T24h-3
L-Alanine_m+2	0.0	0.0002	-0.0001	-0.0002	-0.0001	0.0	-0.0001	-0.0001	-0.0002	0.0	-0.0001	-0.0002	0.0	-0.0002	0.0	0.0	0.0	0.0	-0.0001	0.0	0.0	0.0	0.0	-0.0001	-0.0002	0.0	-0.0001	-0.0002	-0.0001	0.0	0.0	-0.0002	-0.0001	0.0003	0.0001	0.0
L-Alanine_m+3	0.0055	0.0069	0.0061	0.025	0.0192	0.0246	0.0228	0.0247	0.0266	0.0294	0.0274	0.0288	0.0323	0.036	0.0404	0.0873	0.0788	0.0935	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+0	1.0304	1.0267	1.0384	1.04	1.0316	1.0309	1.0423	1.0447	1.0355	1.0355	1.0342	1.0467	1.0286	1.0339	1.0342	1.0245	1.0199	1.028	1.0203	1.0303	1.029	1.0372	1.0363	1.0215	1.036	1.0423	1.031	1.0455	1.0306	1.0343	1.0256	1.0234	1.0222	1.0212	1.0189	1.0223
L-Histidine_m+1	-0.0304	-0.0267	-0.0384	-0.04	-0.0316	-0.0309	-0.0423	-0.0447	-0.0355	-0.0355	-0.0342	-0.0467	-0.0286	-0.0339	-0.0342	-0.0245	-0.0199	-0.028	-0.0203	-0.0303	-0.029	-0.0372	-0.0363	-0.0215	-0.036	-0.0423	-0.031	-0.0455	-0.0306	-0.0343	-0.0256	-0.0234	-0.0222	-0.0212	-0.0189	-0.0223
L-Histidine_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Proline_m+0	0.9717	0.9719	0.9875	0.9623	0.9859	0.9402	0.9461	0.95	0.9606	0.9342	0.9655	0.9774	0.9197	0.9378	0.9567	0.9177	0.9083	0.9128	0.9813	0.9779	0.9857	0.9688	0.9455	0.9931	0.9602	0.9617	0.9705	0.9329	0.9272	0.9287	0.9523	0.9263	0.9332	0.9541	0.9174	0.9337
L-Proline_m+1	0.0296	0.0306	0.0143	0.0118	-0.004	0.0439	0.0279	0.0284	0.0118	0.0234	-0.0143	-0.0023	0.0287	0.0119	-0.0024	0.0085	0.0241	0.0221	0.0208	0.0244	0.0162	0.015	0.0308	-0.0126	0.0167	0.0061	0.0129	0.0337	0.0347	0.0307	0.0162	0.0346	0.0282	-0.0046	0.0214	0.0084
L-Proline_m+2	-0.0025	-0.0026	-0.0019	0.026	0.0187	0.0165	0.0248	0.0213	0.0278	0.0418	0.0411	0.0199	0.045	0.0392	0.0384	0.043	0.0413	0.0354	-0.0021	-0.0023	-0.0019	0.0168	0.0222	0.0202	0.0214	0.0302	0.014	0.0313	0.0331	0.0353	0.0271	0.031	0.0304	0.0363	0.032	0.0387
L-Proline_m+3	0.0	0.0	0.0	-0.0001	-0.0006	-0.0006	-0.0009	-0.0007	-0.0009	0.0007	0.0034	0.0014	0.0033	0.006	0.0022	0.0149	0.0139	0.0128	0.0	0.0	0.0	-0.0006	-0.0008	-0.0007	-0.0007	0.001	0.0017	0.0008	0.0053	0.0023	0.0036	0.0019	0.0036	0.0057	0.0183	0.0108
L-Proline_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0021	0.0011	0.0	0.0	0.0037	0.0037	0.0034	0.0043	0.0053	0.0097	0.011	0.0153	0.0	0.0	0.0	0.0	0.0023	0.0	0.0025	0.0009	0.0	0.0014	-0.0001	0.0018	0.0009	0.0063	0.0032	0.0072	0.0085	0.0065
L-Proline_m+5	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007	0.0	0.0007	0.0	0.0	0.0008	-0.0001	0.0062	0.0015	0.0018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009	0.0	0.0	0.0012	0.0	-0.0001	0.0013	0.0013	0.0024	0.0018
L-Serine_m+0	1.0092	1.0122	1.0081	1.0094	1.0096	1.0086	1.009	1.0056	1.008	1.0075	1.009	1.0088	1.0065	1.0061	1.0066	1.0063	1.0063	1.0067	1.0069	1.0099	1.0082	1.0068	1.006	1.006	1.0096	1.0094	1.0057	1.0078	1.0079	1.0046	1.0049	1.0077	1.0064	1.0079	1.0071	1.0073
L-Serine_m+1	-0.0091	-0.0121	-0.0079	-0.0092	-0.0094	-0.0084	-0.0088	-0.0053	-0.0078	-0.0073	-0.0088	-0.0086	-0.0063	-0.0059	-0.0064	-0.0061	-0.006	-0.0065	-0.0067	-0.0098	-0.008	-0.0066	-0.0058	-0.0058	-0.0094	-0.0093	-0.0055	-0.0076	-0.0077	-0.0043	-0.0046	-0.0075	-0.0062	-0.0077	-0.0069	-0.0071
L-Serine_m+2	-0.0002	-0.0001	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0003	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002	-0.0003	-0.0002	-0.0002	-0.0003	-0.0003	-0.0002	-0.0002	-0.0002	-0.0002	-0.0002
L-Serine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+0	1.0844	1.0903	1.1111	1.0999	1.1116	1.0856	1.07	1.1171	1.0791	1.087	1.1078	1.1087	1.0816	1.0866	1.0754	1.093	1.0856	1.089	1.0906	1.0928	1.1093	1.0716	1.0989	1.0731	1.0912	1.1244	1.0907	1.1071	1.1127	1.1003	1.0965	1.0854	1.0977	1.068	1.0663	1.0895
L-Tryptophan_m+1	-0.0844	-0.0903	-0.1111	-0.0999	-0.1116	-0.0856	-0.07	-0.1171	-0.0791	-0.087	-0.1078	-0.1087	-0.0816	-0.0866	-0.0754	-0.093	-0.0856	-0.089	-0.0906	-0.0928	-0.1093	-0.0716	-0.0989	-0.0731	-0.0912	-0.1244	-0.0907	-0.1071	-0.1127	-0.1003	-0.0965	-0.0854	-0.0977	-0.068	-0.0663	-0.0895
L-Tryptophan_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine_m+0	1.0026	1.003	1.0029	1.0018	1.0034	1.0034	1.0018	1.0027	1.0039	1.0025	1.0032	1.0036	1.0027	1.0027	1.0031	1.0015	1.0025	1.0031	1.0032	1.0041	1.0031	1.0041	1.0034	1.0027	1.0034	1.0028	1.0025	1.0048	1.0033	1.0039	1.004	1.0026	1.0037	1.0022	1.0007	1.0015
L-Valine_m+1	-0.0018	-0.0021	-0.0023	-0.0009	-0.0025	-0.0026	-0.0015	-0.0018	-0.0033	-0.0017	-0.0024	-0.0028	-0.0018	-0.0021	-0.0025	-0.001	-0.0018	-0.0025	-0.0027	-0.0035	-0.0024	-0.0033	-0.0028	-0.0019	-0.0025	-0.002	-0.0019	-0.004	-0.0025	-0.0032	-0.0034	-0.0019	-0.0031	-0.0018	0.0001	-0.0008
L-Valine_m+2	-0.0008	-0.0009	-0.0007	-0.0009	-0.001	-0.0008	-0.0004	-0.0008	-0.0006	-0.0008	-0.0008	-0.0008	-0.0009	-0.0006	-0.0006	-0.0006	-0.0008	-0.0005	-0.0005	-0.0005	-0.0008	-0.0009	-0.0006	-0.0008	-0.0009	-0.0008	-0.0005	-0.0008	-0.0008	-0.0007	-0.0006	-0.0007	-0.0005	-0.0004	-0.0008	-0.0007
L-Valine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+0	1.0468	1.0274	1.0504	1.0383	1.0469	1.0493	1.0324	1.0602	1.0556	1.0548	1.0517	1.0522	1.0416	1.0429	1.0368	1.0455	1.0326	1.0399	1.0437	1.0353	1.0487	1.0388	1.0464	1.0208	1.04	1.0421	1.0546	1.0547	1.0489	1.0399	1.0261	1.0546	1.0356	1.0333	1.0177	1.0453
L-Arginine_m+1	-0.0468	-0.0274	-0.0504	-0.0383	-0.0469	-0.0493	-0.0324	-0.0602	-0.0556	-0.0548	-0.0517	-0.0522	-0.0416	-0.0429	-0.0368	-0.0455	-0.0326	-0.0399	-0.0437	-0.0353	-0.0487	-0.0388	-0.0464	-0.0208	-0.04	-0.0421	-0.0546	-0.0547	-0.0489	-0.0399	-0.0261	-0.0546	-0.0356	-0.0333	-0.0177	-0.0453
L-Arginine_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Threonine_m+0	1.0034	1.0056	1.0038	1.005	1.0022	1.0029	1.0051	1.0052	1.0055	1.0052	1.005	1.0042	1.0046	1.0022	1.0063	1.0027	1.0046	1.0038	1.0049	1.0053	1.0055	1.0031	1.0054	1.0053	1.0033	1.004	1.0047	1.0061	1.0047	1.0065	1.0058	1.0047	1.0027	1.0034	1.004	1.004
L-Threonine_m+1	-0.0029	-0.0053	-0.0034	-0.0045	-0.0018	-0.0024	-0.0047	-0.0048	-0.0051	-0.0049	-0.0047	-0.0038	-0.0042	-0.0017	-0.0058	-0.0021	-0.0042	-0.0034	-0.0045	-0.0049	-0.005	-0.0025	-0.0051	-0.0051	-0.0027	-0.0036	-0.0044	-0.0058	-0.0043	-0.0062	-0.0054	-0.0044	-0.0022	-0.0029	-0.0036	-0.0038
L-Threonine_m+2	-0.0005	-0.0003	-0.0004	-0.0005	-0.0004	-0.0006	-0.0004	-0.0004	-0.0004	-0.0003	-0.0003	-0.0003	-0.0004	-0.0005	-0.0004	-0.0006	-0.0004	-0.0005	-0.0004	-0.0004	-0.0004	-0.0006	-0.0003	-0.0003	-0.0006	-0.0004	-0.0004	-0.0003	-0.0004	-0.0003	-0.0004	-0.0003	-0.0004	-0.0005	-0.0004	-0.0003
L-Threonine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Threonine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine_m+0	1.0615	1.042	1.0597	1.0648	1.0643	1.0559	1.0442	1.0515	1.0552	1.047	1.0546	1.0504	1.0405	1.0527	1.0553	1.0476	1.0498	1.0396	1.0453	1.0498	1.0538	1.0609	1.0499	1.0425	1.066	1.0482	1.0476	1.0585	1.0567	1.0546	1.0415	1.0322	1.0474	1.0367	1.0348	1.0411
L-Lysine_m+1	-0.0631	-0.0425	-0.0612	-0.0665	-0.066	-0.0571	-0.0447	-0.0524	-0.0564	-0.0477	-0.0557	-0.0513	-0.0408	-0.0538	-0.0565	-0.0484	-0.0507	-0.0399	-0.0459	-0.0506	-0.0549	-0.0624	-0.0508	-0.0429	-0.0678	-0.049	-0.0484	-0.0599	-0.058	-0.0558	-0.0419	-0.0321	-0.0481	-0.0369	-0.0348	-0.0415
L-Lysine_m+2	0.0015	0.0004	0.0014	0.0017	0.0017	0.0012	0.0006	0.001	0.0012	0.0007	0.0011	0.0009	0.0003	0.001	0.0012	0.0007	0.0009	0.0003	0.0006	0.0009	0.0011	0.0015	0.0009	0.0005	0.0018	0.0008	0.0007	0.0014	0.0013	0.0011	0.0004	-0.0001	0.0007	0.0001	0.0	0.0004
L-Lysine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ile_Leu_m+0	1.0022	1.0022	1.003	1.0027	1.0019	1.0023	1.0021	1.0019	1.0019	1.0021	1.0024	1.0022	1.0017	1.0021	1.0017	1.0018	1.0024	1.0019	1.0015	1.0024	1.0017	1.0018	1.0027	1.002	1.0014	1.0022	1.0015	1.0026	1.002	1.002	1.0018	1.0014	1.002	1.0018	1.0015	1.0017
