	Control_cell_T0-1	Control_cell_T0-2	Control_cell_T0-3	Control_cell_T1h-1	Control_cell_T1h-2	Control_cell_T1h-3	Control_cell_T2h-1	Control_cell_T2h-2	Control_cell_T2h-3	Control_cell_T4h-1	Control_cell_T4h-2	Control_cell_T4h-3	Control_cell_T6h-1	Control_cell_T6h-2	Control_cell_T6h-3	Control_cell_T24h-1	Control_cell_T24h-2	Control_cell_T24h-3	L-Cycloserine_cell_T0-1	L-Cycloserine_cell_T0-2	L-Cycloserine_cell_T0-3	L-Cycloserine_cell_T1h-1	L-Cycloserine_cell_T1h-2	L-Cycloserine_cell_T1h-3	L-Cycloserine_cell_T2h-1	L-Cycloserine_cell_T2h-2	L-Cycloserine_cell_T2h-3	L-Cycloserine_cell_T4h-1	L-Cycloserine_cell_T4h-2	L-Cycloserine_cell_T4h-3	L-Cycloserine_cell_T6h-1	L-Cycloserine_cell_T6h-2	L-Cycloserine_cell_T6h-3	L-Cycloserine_cell_T24h-1	L-Cycloserine_cell_T24h-2	L-Cycloserine_cell_T24h-3
L-Phenylalanine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Phenylalanine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Phenylalanine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Phenylalanine_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Phenylalanine_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Phenylalanine_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Phenylalanine_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glycine_m+0	49810444.5	42707677.0	47599909.6	56520310.2	47010209.1	70899054.0	47833883.4	56536431.1	56408126.8	58020845.1	57492550.5	57108636.0	63037602.3	62081209.0	67601812.0	92896208.0	76783424.0	76658659.0	53234262.0	52224317.1	47236472.4	45066423.8	55679612.0	49214415.9	50025156.6	54264312.0	57629727.4	47776427.9	46246844.4	56930503.4	63583862.2	67047558.0	66783257.0	66266085.0	82980949.0	78944040.0
Glycine_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glycine_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Alanine_m+0	22649011.0	16409327.1	22888254.5	24285138.97275	21649787.60706	23106947.221350003	21755979.5456	29629832.95272	30105219.23316	24675006.940779995	27338326.524680004	24861709.4055	24733576.53525	25102977.482320003	27326213.26194	25983448.662479997	23119872.724349998	18764353.92807	25229009.9	22911470.49	19337176.5	20459063.6	21919664.1	20684320.4	24961770.3	27329069.5	26403506.2	22168585.4	20349378.47	24195318.7	25183319.2	26837346.9	25671179.2	17416916.57	22089872.3	21523301.7
L-Alanine_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Alanine_m+2	0.0	3281.86542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5225.074971	2208.98723	0.0
L-Alanine_m+3	124569.56049999999	113224.35698999999	139618.35245	617942.4675	418269.19103999995	573651.1269	500339.25120000006	741721.7735199999	814564.97976	735596.43486	760245.75944	731376.1296	813124.1955100001	929548.6416	1133215.98828	2445402.18654	1948706.7822	1901449.10835	0.0	13746.882294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12209.627081999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+0	25614396.4	31206054.0	24365780.8	26318166.5	25807239.2	26456257.2	25631133.9	24417951.2	23333253.9	24467522.1	24729724.9	23177144.0	33199840.0	30739980.0	30682070.0	38954595.0	33608920.0	32943676.0	31622021.0	29272457.0	28426182.0	25511493.5	27777863.9	32433860.0	22793324.6	23684545.6	29946278.0	18272171.8	23392208.2	25318212.8	34941574.0	33785682.0	35548219.0	44512411.0	46720718.0	42173778.0
L-Histidine_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Histidine_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Proline_m+0	13012009.309479	13067713.5227	9927494.5125	17654281.019667	14682697.84573	12762389.69244	13552636.684298001	16840617.5005	19789626.243708	17387886.912282	18774636.496785	20094228.649764	19160398.287995003	16644768.475158	22662163.205766	31671516.11862	27704131.627059	30007682.764640003	14016318.0834	15966219.2613	10723659.9681	12901230.294959998	15615831.311209999	18875036.96076	15471240.090864003	16854718.905610003	19255775.816655	16520836.732610999	12397688.880520001	20042680.63477	19261187.70749	21081541.707098	21312894.741732005	21361937.195738997	25159124.120327998	25093694.499100003
L-Proline_m+1	396372.82655199995	411433.30980000005	143760.17369999998	216481.88302199997	0.0	595903.96458	399660.25102200004	503445.82843600004	243095.55452399998	435534.739614	0.0	0.0	597916.093145	211210.007309	0.0	293350.6451000001	735076.045593	726522.5559800001	297095.0944	398379.9468	176243.57459999996	199750.67549999998	508691.27909599995	0.0	269079.055944	106908.37613	255950.03403900002	596797.296483	463977.35564500006	662550.1189700001	327660.65406	787456.917916	644045.8976820001	0.0	586881.6832079999	225754.56119999997
L-Proline_m+2	0.0	0.0	0.0	476993.97954	278493.20389	223973.0163	355253.55646399996	377584.371327	572716.645404	778006.500678	799210.3159169998	409121.29131400003	937499.10075	695750.6123119999	909613.324032	1484009.1458	1259694.6341490003	1163751.0625200002	0.0	0.0	0.0	223720.75656	366654.103764	383924.82792	344807.89204799995	529284.09166	277775.23074	554295.411867	442583.5870849999	761824.72963	548123.68673	705524.9842599999	694290.6131040001	812743.2346769999	877580.08704	1040083.5140999999
L-Proline_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13028.816997	66114.721998	28782.402403999997	68749.93405500002	106492.44066	52113.263355999996	514226.42494000006	423965.022147	420791.34464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17525.9633	33729.849447	14167.294872	70866.858355	49637.305329999996	72813.47868	43241.853874	82218.62523599999	127620.838503	501866.112276	290255.8644
L-Proline_m+4	0.0	0.0	0.0	0.0	0.0	0.0	30081.954378	19499.662368999998	0.0	0.0	71948.373939	76067.77778199999	70833.26539	76319.582473	125545.58899400002	334764.85382	335511.88803	502977.15414000006	0.0	0.0	0.0	0.0	37986.68642599999	0.0	40281.2958	15773.36697	0.0	24792.766025999998	0.0	38846.586780000005	18203.36967	143380.883898	73083.22243200001	161205.269688	233107.21062000003	174691.0295
L-Proline_m+5	16069.168643999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14420.922725999997	0.0	13611.854528999997	0.0	0.0	14198.992087999999	0.0	213973.41172000003	45751.621095	59173.78284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17856.979119	0.0	0.0	25897.72452	0.0	0.0	29690.059113000003	29106.507027	65818.506528	48375.9774
L-Serine_m+0	55021039.0	58821628.0	52053644.0	62576680.0	62215073.0	66144556.0	64012264.0	64701186.0	65060797.0	69883657.0	68660534.0	71566036.0	86524372.0	87011536.0	87020522.0	115937274.0	88913410.0	101465743.0	63397107.0	67781014.0	67335152.0	61189479.0	62157909.0	71619234.0	58280655.0	64369658.0	80383164.0	58502332.0	60681102.0	72635455.0	92382484.0	89156663.0	96952648.0	101622475.0	108426506.0	110628028.0
L-Serine_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Serine_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Serine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+0	7028810.9	10505013.4	6388878.0	7065378.3	6836952.0	7350611.4	8591927.2	6099054.9	7043356.5	6858808.1	7965733.9	6617506.3	8926054.1	6918932.4	7312021.8	8329223.9	8971040.2	8852126.7	8316050.6	8154193.6	6738405.8	7044899.9	8820139.3	9890052.8	7348378.6	6234285.49	7106641.8	5246540.2	6617927.4	7806137.7	9290817.9	7760508.9	8160735.0	11612804.4	12956636.8	10360058.8
L-Tryptophan_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan_m+11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine_m+0	312654463.0	365132601.48	310012951.3	304532942.91	368726560.53	305364933.11	378353555.7	372283082.1	368282363.9	375232668.0	343968209.9	390264179.3	393287831.91	422755950.0	400832844.4	607222916.5	394674001.3	408093493.0	389379660.0	432290095.5	463746003.1	329091731.38	322403331.2	397349273.2	314215862.45	363223524.8	527780123.0	289886798.63	349998692.1	369350797.0	478453336.3	440824882.1	514338412.5	639718855.2	553946070.3	569880947.4
L-Valine_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55394.60703	0.0
L-Valine_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+0	16442426.6	22854539.3	14388739.8	15803457.7	16703221.0	16938360.1	20469035.5	16060503.5	16426155.8	18087079.3	17518647.2	16382640.7	22901086.6	19845756.3	20356313.6	22386708.7	20449617.6	21676023.5	20769951.5	20941347.5	19255685.2	16639616.9	18693957.0	25297017.0	16752801.3	16915453.2	20498062.2	12809501.1	17355143.3	18402165.9	24498131.1	20447856.3	23350084.1	31383533.0	30500387.0	26137794.1
L-Arginine_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Arginine_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Threonine_m+0	245982311.11	247142512.46	241500632.01	250147103.38	248520856.77	246976707.14	242452245.1	263501444.85	264984048.53	268103645.2	270722915.86	280087631.58	321278684.35	323527403.17	328486535.04	504252460.29	384122174.52	405266372.2	285784124.23	292191827.23	284107199.79	237215595.59	248621638.08	271537922.23	229447619.57	253253915.51	311146860.57	219573932.39	235915355.74	273595421.96	345005924.14	344494481.55	368048334.03	418786906.52	458976576.83	451843573.0
L-Threonine_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Threonine_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Threonine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Threonine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine_m+0	19165496.5	29471623.4	17204894.0	18981397.16	20557328.41	21148353.5	26860225.0	19486771.0	20734474.4	21865658.9	21876933.5	21121941.8	28543589.9	25127399.4	24726805.3	28833669.3	25595839.9	26606920.0	24792410.1	24887241.8	24750845.2	20456068.2	23593851.6	30603991.3	21788005.57	20743449.5	25984608.5	15435487.5	22292712.5	22146786.0	30772780.6	26666101.8	29027406.9	41654884.0	40367744.0	33244031.4
L-Lysine_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine_m+2	28748.24475	11788.64936	24086.851599999998	32268.375171999996	34947.458297	25378.0242	16116.135	19486.771	24881.36928	15305.961229999997	24064.62685	19009.747620000002	8563.07697	25127.3994	29672.16636	20183.568509999997	23036.255909999996	7982.076	14875.446060000002	22398.517620000002	27225.92972	30684.1023	21234.46644	15301.995650000003	39218.410026	16594.7596	18189.225949999996	21609.6825	28980.52625	24361.4646	12309.112240000002	0.0	20319.18483	4165.4884	0.0	13297.612560000001
L-Lysine_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ile_Leu_m+0	1095487649.0	1752179215.0	1068224445.0	1028363546.0	1320955124.0	1038375972.0	1309578189.0	1359810041.0	1300060908.0	1303620489.0	1206242706.0	1416906006.0	1416047374.0	1511848943.0	1461425014.0	2359069766.0	1426256544.0	1471886586.0	1374402679.0	1555688329.0	1753549266.0	1142386627.0	1100617140.0	1413488807.0	1072056316.0	1276849436.0	1894479123.0	961330175.0	1210573143.0	1260199433.0	1760348152.0	1602713744.0	1872559157.0	2498325646.0	2137315264.0	2158926640.0
Ile_Leu_m+1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ile_Leu_m+2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ile_Leu_m+3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ile_Leu_m+4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ile_Leu_m+5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ile_Leu_m+6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Aspartic_acid_m+0	110682485.59466	114191400.724254	111743941.671187	43004171.5476	35404333.32204001	35719972.32072	22405832.3115	33200226.87006	34520601.8955	26605329.83092	24138718.868270002	29994187.487	30797637.6636	31951545.657199997	33305302.811100002	33471852.554	23396732.9456	18582614.9079	89159465.12194	84457005.505923	76706907.01349999	26173541.229399994	30302284.04868	30046028.254739996	21052063.935059994	26939152.11843	31378361.527999997	16432876.44765	15593956.402749998	19271291.447759997	26868648.384500004	28871014.6214	28723936.384	16266846.341799999	16878896.275500003	19778538.4188
