	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid	1.107989100765036	0.33000200613679054	1.0	1.1537624128718893	0.20634616933790548
1	Hexose	0.3839181798462046	0.7205739728054434	1.0	1.0419334339066484	0.05926311097497299
2	Hexose-phosphate				1.0	0.0
3	Pyruvic_acid				1.0	0.0
4	Fumaric_acid	-0.8893228035941941	0.4240809272336768	1.0	0.9270299090887519	-0.10931220911321689
5	L-Malic_acid	-2.5994989070464785	0.060079807879425434	0.4606118604089283	0.8508553583787982	-0.2330141938638012
6	L-Glutamic_acid	-0.015797898556174677	0.9881521920953866	1.0	0.9980615410973879	-0.002799319105702536
7	L-Glutamine	-4.230590644260435	0.013363735265841526	0.26526270290499737	0.8590681639524922	-0.21915548634705648
8	L-Methionine				1.0	0.0
9	L-Phenylalanine				1.0	0.0
10	Glycine				1.0	0.0
11	L-Alanine				1.0	0.0
12	L-Histidine				1.0	0.0
13	L-Proline	-2.1635496628300834	0.09650455659261055	0.5549012004075107	0.7677450005387955	-0.3813008823086429
14	L-Serine				1.0	0.0
15	L-Tryptophan				1.0	0.0
16	L-Valine				1.0	0.0
17	L-Arginine				1.0	0.0
18	L-Threonine				1.0	0.0
19	L-Lysine	-1.1746548145116142	0.30528801367085967	1.0	0.03396269322214873	-4.8799053214557695
20	Ile_Leu				1.0	0.0
21	L-Aspartic_acid	-3.5849104379186767	0.0230663219917389	0.26526270290499737	0.8996845104081644	-0.15250891018306534
22	L-Tyrosine	0.4426113899292845	0.6809278643542005	1.0	1.1901788626153618	0.2511784011109455
