	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid	4.197746492661228	0.013720664636687006	0.31557528664380113	1.7104423202592178	0.7743694541911379
1	Hexose	-0.017722999955164426	0.986708619786612	1.0	1.0306373018650676	0.04353671402301475
2	Hexose-phosphate				1.0	0.0
3	Pyruvic_acid				1.0	0.0
4	Fumaric_acid	-1.1699367388524116	0.30697914074655247	0.784502248574523	0.752805041124048	-0.4096518058481264
5	L-Malic_acid	-1.9307134725994086	0.12571219890481103	0.525568959485346	0.7021330237122932	-0.5101837104125947
6	L-Glutamic_acid	-1.260301609357675	0.27607121561782383	0.784502248574523	0.8086126317887297	-0.3064793539581716
7	L-Glutamine	-1.9349937496710943	0.12509503107915027	0.525568959485346	0.7775395836648561	-0.3630119717941763
8	L-Methionine				1.0	0.0
9	L-Phenylalanine				1.0	0.0
10	Glycine				1.0	0.0
11	L-Alanine	1.6363749435214403	0.1771020016886954	0.581906576977142	225.99313346623794	7.820135128500582
12	L-Histidine				1.0	0.0
13	L-Proline	-3.3672425079448947	0.028115442608295748	0.3233275899954011	0.6986325181187024	-0.5173942997973484
14	L-Serine				1.0	0.0
15	L-Tryptophan				1.0	0.0
16	L-Valine				1.0	0.0
17	L-Arginine				1.0	0.0
18	L-Threonine				1.0	0.0
19	L-Lysine	-1.855551126561628	0.13710494595269895	0.525568959485346	0.024620940171100628	-5.343970336389118
20	Ile_Leu				1.0	0.0
21	L-Aspartic_acid	-1.9380809159007197	0.12465194052518211	0.525568959485346	0.7456748664782878	-0.4233813796448416
22	L-Tyrosine	-0.49457093052768886	0.6468347027888497	1.0	0.7906770467288946	-0.3388395509139658
