	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid	0.49512002500645524	0.6464797285757684	1.0	1.2529788547238623	0.3253620679379603
1	Hexose	0.2566900235777321	0.8100802615508598	1.0	1.215419852634499	0.2814547621292502
2	Hexose-phosphate				1.0	0.0
3	Pyruvic_acid				1.0	0.0
4	Fumaric_acid				1.0	0.0
5	L-Malic_acid	-0.6790894039541262	0.5343436175418909	1.0	0.9254797241758035	-0.1117267116542326
6	L-Glutamic_acid	-2.4024805668880647	0.07415658219893465	0.6484222830020799	0.9102773216173826	-0.13562195664095938
7	L-Glutamine	-2.282245788089249	0.08457681952201042	0.6484222830020799	0.7311578436947789	-0.45174520343798813
8	L-Methionine				1.0	0.0
9	L-Phenylalanine				1.0	0.0
10	Glycine				1.0	0.0
11	L-Alanine	-1.0	0.373900966300059	1.0	0.06729142790941894	-3.893433454630563
12	L-Histidine				1.0	0.0
13	L-Proline				1.0	0.0
14	L-Serine				1.0	0.0
15	L-Tryptophan				1.0	0.0
16	L-Valine				1.0	0.0
17	L-Arginine				1.0	0.0
18	L-Threonine				1.0	0.0
19	L-Lysine	-0.006653357129794515	0.9950100281716868	1.0	1.0357911377210023	0.05073311986576096
20	Ile_Leu				1.0	0.0
21	L-Aspartic_acid	-1.2782025228097496	0.27031030914950327	1.0	0.9169080063531133	-0.12515109981925823
22	L-Tyrosine	2.5289883301862286	0.06473429356776585	0.6484222830020799	4232.472987097138	12.04728514510306
