	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid				1.0	0.0
1	Hexose				1.0	0.0
2	Hexose-phosphate				1.0	0.0
3	Pyruvic_acid				1.0	0.0
4	Fumaric_acid				1.0	0.0
5	L-Malic_acid	-2.5328109697928576	0.06447161627380875	0.4942823914325338	0.2793706495033093	-1.83974763477081
6	L-Glutamic_acid	-3.2174152283489517	0.03235989853718666	0.3721388331776466	0.9099921620815651	-0.13607397570213228
7	L-Glutamine	-1.7657738063123547	0.1521879911159829	0.8750809489169018	0.859119030579633	-0.2190700648854395
8	L-Methionine				1.0	0.0
9	L-Phenylalanine				1.0	0.0
10	Glycine				1.0	0.0
11	L-Alanine				1.0	0.0
12	L-Histidine				1.0	0.0
13	L-Proline	1.4292063502029024	0.22615500092897897	1.0	109.58162259257168	6.775862060905094
14	L-Serine				1.0	0.0
15	L-Tryptophan				1.0	0.0
16	L-Valine				1.0	0.0
17	L-Arginine				1.0	0.0
18	L-Threonine				1.0	0.0
19	L-Lysine				1.0	0.0
20	Ile_Leu				1.0	0.0
21	L-Aspartic_acid	-5.21237413011073	0.006461106511617005	0.14860544976719112	0.782590854413407	-0.35366984430814863
22	L-Tyrosine				1.0	0.0
