	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid	1.2982605669390352	0.2639926868001451	0.7589789745504172	1.173488658096888	0.2308038981146423
1	Hexose	1.6981174092766247	0.16471795536935288	0.5412161390707309	3.8499978008283056	1.9448576217205251
2	Hexose-phosphate				1.0	0.0
3	Pyruvic_acid	2.9921796061842625	0.04025138427222248	0.1959863733808884	1.305131385659013	0.38419504809596444
4	Fumaric_acid	-2.66347346868048	0.05618658459908299	0.21538190762981813	0.692286421013321	-0.5305590444777438
5	L-Malic_acid	-2.934885143202682	0.04260573334367139	0.1959863733808884	0.827827943752586	-0.2725971465935525
6	L-Glutamic_acid	0.3236281094679539	0.762433416241734	1.0	1.0123613777306086	0.017724373822212557
7	L-Glutamine	-3.0716127050416517	0.03723441089828084	0.1959863733808884	0.8772470580290713	-0.1889448905317771
8	L-Methionine				1.0	0.0
9	L-Phenylalanine				1.0	0.0
10	Glycine				1.0	0.0
11	L-Alanine	-6.715579734473145	0.0025597548294056826	0.0588743610763307	1.634860546205835e-06	-19.22240099040679
12	L-Histidine				1.0	0.0
13	L-Proline	0.40901498467772895	0.7034808654584932	1.0	1.092315870560528	0.1273901080852643
14	L-Serine				1.0	0.0
15	L-Tryptophan				1.0	0.0
16	L-Valine				1.0	0.0
17	L-Arginine				1.0	0.0
18	L-Threonine				1.0	0.0
19	L-Lysine				1.0	0.0
20	Ile_Leu				1.0	0.0
21	L-Aspartic_acid	-5.153781985851092	0.006726848923748755	0.07735876262311069	0.8758701323101709	-0.1912111215923698
22	L-Tyrosine				1.0	0.0
