	mets	stat	pval	padj	FC_geommu	log2FC
0	Fru6P	15.970340305712584	8.987258029423181e-05	0.0005915144174669987	2.1685764353311505	1.1167482944483276
1	Gly3P	34.88410031009067	4.029634392791673e-06	7.656305346304179e-05	9.801984423992957	3.293073854210843
2	CTP	-8.644954295554584	0.0009847360048096745	0.0037419968182767632	0.21994452579492607	-2.184788400467214
4	P5P	-15.372500727383924	0.0001044767201398421	0.0005915144174669987	0.46525566191570333	-1.1039043876593477
6	Rib1P	-4.15003445261536	0.014259885472924502	0.020069468443375225	0.6625434825685939	-0.5939129534902241
8	ATP	-4.162954728724404	0.014111381325647593	0.020069468443375225	0.5381508637928	-0.8939174240848398
9	UDP	-6.392852533515707	0.003073636498594683	0.007299886684162373	0.4716298076918331	-1.0842731932570908
10	PRPP	-5.665378260347447	0.004786457519860228	0.009572915039720456	0.11736427846142924	-3.090934725012765
11	AMP	13.649096743358811	0.00016685993061659135	0.000792584670428809	1.4022238284953126	0.4877166564000643
12	CDP	-9.650148739946394	0.0006449816750511995	0.002723255961327287	0.4628552798484334	-1.1113669158340769
13	Cit	15.209485207164132	0.00010896318216497345	0.0005915144174669987	2.2921950490726832	1.1967298121389554
14	UMP	-5.494541752882183	0.005347251830435652	0.010159778477827739	0.7526289703868085	-0.4099892718262788
15	a-KG	6.606528802362131	0.0027206448064892477	0.007299886684162373	2.1128811451498284	1.0792116143501453
18	UTP	-6.943327369526366	0.0022599042476146177	0.006605873954565806	0.3258723299916843	-1.617621237682071
19	Glycine	3.7001993481764646	0.020831794873412874	0.028271721613917472	1.2682487234875406	0.3428377083743379
20	Fru1P	36.002998306823855	3.552762804429931e-06	7.656305346304179e-05	4.306264291420081	2.1064368657708714
21	Serine	5.168883837477641	0.006657098679324119	0.0120461785625865	1.3512068646232118	0.4342485626870373
22	6-PG	-4.179104232871453	0.013928373912014754	0.020069468443375225	0.4294797500341503	-1.2193379849765478
24	FruBP	21.332267476048862	2.8554031969659756e-05	0.0003616844049490236	2.3273515676475456	1.2186891594285914
25	Glutamine	4.624165838063245	0.0098502365036978	0.016274303788718105	4.362631740182434	2.125198697634767
26	PEP	-6.256752930247529	0.003328063660834367	0.0074392011242179965	0.11220967949547378	-3.15573096298886
27	Alanine	7.203042810437344	0.001969005488045181	0.006235184045476407	1.9852741439191726	0.9893382410024719
28	2_3-PG	-6.149053565522185	0.003547949412389233	0.007490115426155047	0.651259462793752	-0.6186956649988079
29	Aspartate	8.120066899466536	0.0012509205757411947	0.004321361988924127	5.350992738196209	2.4198065710668355
31	IsoCit	4.702525564702075	0.009290991265344628	0.016048075821958902	1.7105427484717097	0.7744541591993493
32	GMP	18.986803930660983	4.532677464512047e-05	0.0004306043591286445	3.18732266950954	1.6723450781484799
33	Glutamate	6.497423345741223	0.0028942619383621184	0.007299886684162373	4.940684145347958	2.304710828198791
36	Sed7P	4.554859089298311	0.010379243896506449	0.01643380283613521	152.78617890256797	7.255370232293864
