	mets	stat	pval	padj	FC_geommu	log2FC
1	Gly3P	9.51264113830615	0.0006817260311299585	0.003275699255399259	3.612452932997572	1.8529787907210395
2	CTP	-9.484294791259485	0.0006896208958735282	0.003275699255399259	0.0500863181406487	-4.319439627199843
6	Rib1P	-6.413059915737343	0.0030379300758531283	0.00890964118060044	0.19413176573655586	-2.3648918896592783
8	ATP	-6.5667660948654545	0.002782393240572507	0.00890964118060044	0.13559281512843055	-2.8826473607582863
9	UDP	-8.50184405885243	0.001049706779763727	0.004432095292335736	0.1621432698546944	-2.6246589523687778
10	PRPP	-4.388987795051533	0.01179191709988717	0.022404642489785624	0.04834685993559502	-4.37043399815856
12	CDP	-5.143212911444875	0.006776194724527255	0.01609346247075223	0.3163535173537438	-1.6603904584447706
14	UMP	-4.555605390997902	0.010373366547248379	0.020746733094496757	0.6036505311432321	-0.7282145170240577
16	ADP	-5.62701566645889	0.00490586221559956	0.01331591172805595	0.503123513354125	-0.9910154796891184
18	UTP	-12.756309020545848	0.0002176028823686672	0.0018514419198520564	0.08137643412059785	-3.6192451262375496
19	Glycine	-4.8749053994247475	0.008190644461369316	0.017291360529557445	0.351540014844883	-1.50823917818537
20	Fru1P	11.222756564703618	0.00035901135064498495	0.0022737385540849047	4.43707876076839	2.1496101620744064
21	Serine	-3.707357979479197	0.02070177579097832	0.03746035619319886	0.3674630933216339	-1.4443287367904356
22	6-PG	-6.453882246606106	0.0029673410439529316	0.00890964118060044	0.36586612125202966	-1.4506122647927056
23	CMP	-12.393940385089193	0.00024361077892790214	0.0018514419198520564	0.41025957810906993	-1.2853910789322842
24	FruBP	13.444322980723447	0.00017706987695517438	0.0018514419198520564	4.213539171435172	2.075032537354111
30	GTP	-4.910280422387449	0.00798483718722169	0.017291360529557445	0.29491030360900555	-1.7616518665672798
31	IsoCit	6.407311612225394	0.0030480351407317294	0.00890964118060044	4.077849769228738	2.027808626462648
32	GMP	17.391676592639477	6.416133900858406e-05	0.0018514419198520564	13.19336814749448	3.7217410134857927
35	2-OHGLu	-15.50598992052569	0.00010097325331104674	0.0018514419198520564	0.5099190235940368	-0.971659933165606
36	Sed7P	-5.193637618885223	0.006544668288225027	0.01609346247075223	0.6142081338246386	-0.703200477150635
