	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid				1.0	0.0
1	Hexose	-1.0655089286970354	0.3466889723735443	0.6644871970492933	0.7117783918130345	-0.4904999587485202
2	Hexose-phosphate	-1.5053469500403212	0.20669014169540492	0.6609726206453937	0.9031337253191373	-0.1469884742121871
3	Pyruvic_acid				1.0	0.0
4	Fumaric_acid	1.180358304776135	0.3032552759309122	0.6644871970492933	1.0147464505505648	0.02111929368719143
5	L-Malic_acid	-0.1667885892779593	0.8756282715584832	0.9590214402783388	0.9977882284309473	-0.0031944458702224347
6	L-Glutamic_acid	-2.422536481484303	0.07256376902045208	0.520939289772911	0.8190272383361439	-0.28801666260712583
7	L-Glutamine	-2.2201400948045062	0.09059813735181062	0.520939289772911	0.8293388912229571	-0.26996634686888243
8	L-Methionine	0.7164810676498305	0.5133003948530642	0.8174940494928187	1.0550687697591898	0.07733703737519115
9	L-Phenylalanine	0.6202356279521405	0.5686915126906564	0.8174940494928187	1.0660806181866325	0.09231654040506294
10	Glycine	-1.0732940291635056	0.3435750773588322	0.6644871970492933	0.868696670991041	-0.20307558602951992
11	L-Alanine	-2.2464492639697045	0.08799061213599686	0.520939289772911	0.9139898355017188	-0.12974997375369351
12	L-Histidine	1.1628418031950236	0.30953863652391134	0.6644871970492933	1.085515249038407	0.11837999270346201
13	L-Proline	0.3415403767610834	0.7498849749487042	0.8623677211910099	1.0475273793668738	0.06698795233569853
14	L-Serine	0.3778583689745236	0.7247315325056354	0.8623677211910099	1.0189046125608916	0.027018996129086495
15	L-Tryptophan	1.7804334219138436	0.14960869256902073	0.6609726206453937	1.200629902076657	0.26379150431224596
16	L-Valine	0.7309631322041507	0.5053151405305407	0.8174940494928187	1.0712981372416894	0.09936003122186887
17	L-Arginine	1.4153022780791031	0.22990352022448476	0.6609726206453937	1.2073412973362994	0.2718335620686006
18	L-Threonine	0.385867528080936	0.7192390183831473	0.8623677211910099	1.0141435788427113	0.0202619184364778
19	L-Lysine	1.5171633414171832	0.20382512331562067	0.6609726206453937	1.2141599082352446	0.27995844105445156
20	Ile_Leu	0.653189520683061	0.5492761304749526	0.8174940494928187	1.0800672471864377	0.11112114031659659
21	L-Aspartic_acid	-3.2645416363921713	0.03094795644852964	0.520939289772911	0.7595369983556189	-0.3968078522875873
22	L-Tyrosine	0.4873855838663371	0.6514902673382053	0.8623677211910099	1.0454863599617192	0.06417423979076071
