	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid				1.0	0.0
1	Hexose	1.0	0.373900966300059	1.0	38.45350835787565	5.265043325313889
2	Hexose-phosphate				1.0	0.0
3	Pyruvic_acid				1.0	0.0
4	Fumaric_acid				1.0	0.0
5	L-Malic_acid				1.0	0.0
6	L-Glutamic_acid	-2.171857070122415	0.09561122402493986	1.0	0.8876227668881077	-0.17198142278356487
7	L-Glutamine	-1.1895422450516944	0.3000086551111981	1.0	0.8351236636777096	-0.25993824967831264
8	L-Methionine				1.0	0.0
9	L-Phenylalanine				1.0	0.0
10	Glycine				1.0	0.0
11	L-Alanine				1.0	0.0
12	L-Histidine				1.0	0.0
13	L-Proline	-0.15161464561173216	0.8868303071774122	1.0	0.9235241125891371	-0.11477846539742559
14	L-Serine				1.0	0.0
15	L-Tryptophan				1.0	0.0
16	L-Valine				1.0	0.0
17	L-Arginine				1.0	0.0
18	L-Threonine				1.0	0.0
19	L-Lysine				1.0	0.0
20	Ile_Leu				1.0	0.0
21	L-Aspartic_acid	-4.536427906580994	0.01052568441664223	0.2420907415827713	0.7299676155800229	-0.4540956334679319
22	L-Tyrosine				1.0	0.0
