	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid	1.1407572734218598	0.31763279583393883	1.0	1.2520806334435906	0.3243274741901272
1	Hexose	1.0	0.373900966300059	1.0	16.542814072606834	4.048132764902458
2	Hexose-phosphate				1.0	0.0
3	Pyruvic_acid	0.46316234176024124	0.6673261172239073	1.0	1.0826209191348724	0.11452817016552481
4	Fumaric_acid	-1.006933277350634	0.370934645934368	1.0	0.029017496946427763	-5.106933112090265
5	L-Malic_acid	-1.9636160976010304	0.12105176640987353	0.6657847152543044	0.8702945819947999	-0.20042428007757201
6	L-Glutamic_acid	-1.221513471483401	0.2889592917980699	1.0	0.9152045426200515	-0.1278338819328209
7	L-Glutamine	-2.072832124903708	0.10688672570259139	0.6657847152543044	0.7415847106768707	-0.4313165947993769
8	L-Methionine				1.0	0.0
9	L-Phenylalanine				1.0	0.0
10	L-Alanine	-8.863702935658614	0.00089476405951028	0.01968480930922616	1.8893659166598737e-06	-19.01366643137394
11	L-Histidine				1.0	0.0
12	L-Proline				1.0	0.0
13	L-Serine				1.0	0.0
14	L-Tryptophan				1.0	0.0
15	L-Valine				1.0	0.0
16	L-Arginine				1.0	0.0
17	L-Threonine				1.0	0.0
18	L-Lysine				1.0	0.0
19	Ile_Leu				1.0	0.0
20	L-Aspartic_acid	-2.9742075315896828	0.04097314070288642	0.4507045477317506	0.7395873941777609	-0.435207459804823
21	L-Tyrosine				1.0	0.0
