	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid				1.0	0.0
1	Hexose	0.20725778384556562	0.8459322363615932	0.9264972112531735	1.0333104626639522	0.047273783391474034
2	Hexose-phosphate	-1.063186203009101	0.34762290554431835	0.6150251405784094	0.8591735367291355	-0.21897853710593596
3	Pyruvic_acid				1.0	0.0
4	Fumaric_acid	-0.20756998529404383	0.8457042644769359	0.9264972112531735	0.9982499776769365	-0.002526960290870723
5	L-Malic_acid	-0.5950289516437357	0.5838519739416003	0.7583794447503226	0.9811179686898839	-0.02750147973586278
6	L-Glutamic_acid	-1.4082619180411873	0.23182516493908692	0.5331978793598999	0.7487156202871771	-0.4175102415000482
7	L-Glutamine	-2.2339142949656616	0.08922233669517761	0.34201895733151416	0.8436263056427179	-0.2453240134724447
8	L-Methionine	0.7751820036344194	0.48150794845621503	0.6921676759058091	1.1472950049173463	0.1982364004286186
9	L-Phenylalanine	1.2267659199958654	0.28718117890527	0.6004697377110191	1.2621446762894513	0.33587729209712064
10	Glycine	-0.819929346873898	0.4583021712954567	0.6921676759058091	0.9259498374142241	-0.11099405612536715
11	L-Alanine	-0.8890262782964695	0.4242226015445632	0.6921676759058091	0.9023032208372842	-0.14831575931562702
12	L-Histidine	4.023407411138072	0.015819689262086954	0.11232662501865406	1.266920242660205	0.3413257043205364
13	L-Proline	-3.4792303494143035	0.025369726694610576	0.11670074279520866	0.8001135663905833	-0.3217233073370001
14	L-Serine	0.5791882815897231	0.5935143480654699	0.7583794447503226	1.0523499955206943	0.07361460275340749
15	L-Tryptophan	3.7741024144772335	0.01953506522063549	0.11232662501865406	1.3307573855951267	0.41224757312561616
16	L-Valine	1.601308364489577	0.18456448034895243	0.48646295056107614	1.2733998984619057	0.3486855542970769
17	L-Arginine	4.562929574786183	0.010315900011523934	0.11232662501865406	1.3610487701910539	0.44471876357383594
18	L-Threonine	0.3070801627815174	0.7741051889403605	0.9264972112531735	1.0342795023206284	0.048626110335551
19	L-Lysine	4.096995491438031	0.01488959469301651	0.11232662501865406	1.4172617407793808	0.5031062206789685
20	Ile_Leu	1.5750956927668744	0.19035506761085588	0.48646295056107614	1.3253001452230158	0.40631912872305065
21	L-Aspartic_acid	-1.6618637422657383	0.1718754053167954	0.48646295056107614	0.7199460219926787	-0.4740393504472787
22	L-Tyrosine	1.129337691905026	0.32189433085745006	0.6150251405784094	1.2284087106538144	0.29679064762221247
