metabolite	log2FC	stat	pvalue	padj	distance/span	FC	count_nan_samples	distance	span_allsamples	compartment	input_L-Cycloserine_cell_T24h-1	input_L-Cycloserine_cell_T24h-2	input_L-Cycloserine_cell_T24h-3	input_L-Cycloserine_cell_T6h-1	input_L-Cycloserine_cell_T6h-2	input_L-Cycloserine_cell_T6h-3	L-Cycloserine_cell_T24h-1	L-Cycloserine_cell_T24h-2	L-Cycloserine_cell_T24h-3	L-Cycloserine_cell_T6h-1	L-Cycloserine_cell_T6h-2	L-Cycloserine_cell_T6h-3	geommean_24	geommean_6
L-Glutamic_acid	0.5049250063314868	1.9639610121239315	0.024767306717813353	0.028895191170782247	0.8980381244983773	1.4190495897441977	('0/3', '0/3')	1.8663439275108749	2.0782457632891367	cell	0.386286991817904	0.390226465447828	0.391248733262899	0.272369965662477	0.271682172510886	0.278911661847445	6.71424601585982	6.7827199631698845	6.800488507671423	4.734197618674255	4.722242744382286	4.847902088348945	6.76571577534833	4.767779663406928
L-Aspartic_acid	0.7426528648356707	1.9639610121239315	0.024767306717813353	0.028895191170782247	0.8039077280922243	1.6732498266462839	('0/3', '0/3')	1.7847103898385006	2.2200438277584995	cell	0.337252678289219	0.363049859556732	0.346858000465493	0.206131239954182	0.211104587309165	0.208328911246667	4.771363199137117	5.136335011861238	4.907256799686751	2.9162911841027386	2.986652809298616	2.9473832661047403	4.936034670169415	2.9499687324413313
Fumaric_acid	1.7875962100673102	1.9639610121239315	0.024767306717813353	0.028895191170782247	0.658789836639371	3.4523918234298794	('0/3', '0/3')	1.534115353274548	2.3286870378881392	cell	0.0261539096177228	0.0312950739973113	0.0333727029176039	0.0077946221138123	0.0093033299434443	0.0091539862734814	2.3811118114796477	2.8491751873927167	3.0383272810677715	0.7096402431796321	0.8469964582050997	0.8333998685664551	2.741855093532054	0.7941900090610451
L-Glutamine	0.6004576319268855	1.9639610121239315	0.024767306717813353	0.028895191170782247	0.6110279794002972	1.5161974375874059	('0/3', '0/3')	1.4618374294876837	2.3924230620706215	cell	0.270313931283401	0.297303598209788	0.298499420067042	0.177966418361184	0.196664894800018	0.196643640816287	5.365379390281553	5.901089118558858	5.9248246245939935	3.532401562523372	3.903541960793869	3.9031200969049817	5.7244799239087705	3.77555045404749
L-Malic_acid	1.0893410511863915	1.9639610121239315	0.024767306717813353	0.028895191170782247	0.5057131599942147	2.127768287926262	('0/3', '0/3')	1.2041960579605429	2.381183946200488	cell	0.0506266800459435	0.0657102876343217	0.0664064247296577	0.025759290904856	0.0300708895546953	0.0296053186956199	2.9658041399532147	3.8494296471056675	3.890210640002079	1.5090266938015913	1.7616080819926718	1.7343340837760333	3.5413647253138882	1.664356380066801
L-Lactic_acid	-0.00021628649197027877	-1.9639610121239315	0.024767306717813353	0.028895191170782247	0.17037312572053556	0.9998500928650952	('0/3', '0/3')	0.5154859161848435	3.0256292710764683	cell	0.995969806137341	0.995935510945724	0.995903403267933	0.99601668895667	0.996178580583198	0.996061417717953	10950.88596113901	10950.508878691231	10950.155848392724	10951.401447055196	10953.1814776638	10951.893248675058	10950.516892016249	10952.1586987478
L-Proline	0.4754776763850731	1.5275252316519468	0.06331522897380859	0.06331522897380859	-0.06374080831439068	1.3903784980147307	('0/3', '0/3')	-0.20566588362561866	3.226596729228891	cell	0.0241159608782999	0.0372828629124888	0.030685284835207	0.0168950002867602	0.0254154997218666	0.0239049587319658	3.816608043745515	5.90041073643081	4.856273632126139	2.6738140072019188	4.022273927371134	3.783214703417495	4.782125673688075	3.4394416200454
Hexose	-0.1364329874116452	-0.2182178902359924	0.41362967328135564		-0.5373716508492835	0.9097657405670933	('0/3', '0/3')	-1.5969891942997094	2.971852333065513	cell	0.0028107389141849	0.0038265574097915	0.0017098457329177	0.0035118901454864	0.0013218918097527	0.0052609006382394	2.1206098700133	2.887011444010119	1.2900222497104097	2.649605364388886	0.9973238014759679	3.969176134541481	1.9914473465278637	2.1889671788327787
Pyruvic_acid	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	cell	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Citric_acid						40156965.27803501	('2/3', '3/3')	0.0		cell			0.0040156965278035						0.0040156965278035				0.004015696527803501	0.0
Succinic_acid						2.015966540683647	('1/3', '2/3')	2.11770195822493		cell	0.0144974225851065		0.0145223050314771			0.0071974698893654	4.205673855339625		4.21289220422498			2.087971897114695	4.209281482470983	2.087971897114695
