metabolite	log2FC	stat	pvalue	padj	distance/span	FC	count_nan_samples	distance	span_allsamples	compartment	input_L-Cycloserine_cell_T4h-1	input_L-Cycloserine_cell_T4h-2	input_L-Cycloserine_cell_T4h-3	input_L-Cycloserine_cell_T6h-1	input_L-Cycloserine_cell_T6h-2	input_L-Cycloserine_cell_T6h-3	L-Cycloserine_cell_T4h-1	L-Cycloserine_cell_T4h-2	L-Cycloserine_cell_T4h-3	L-Cycloserine_cell_T6h-1	L-Cycloserine_cell_T6h-2	L-Cycloserine_cell_T6h-3	geommean_6	geommean_4
L-Malic_acid	1.4167511706300053	1.9639610121239315	0.024767306717813353	0.05779038234156449	0.6589558684075872	2.669836085895271	('0/3', '0/3')	1.5026319432709774	2.28032257592939	cell	0.0104238940510081	0.0094818110272772	0.0121919967841092	0.025759290904856	0.0300708895546953	0.0296053186956199	1.154487846649182	1.0501483938391591	1.3503122772318212	2.8529442205027986	3.330470969768549	3.2789071399822527	3.1466082971709537	1.1785773343144426
L-Aspartic_acid	0.21581096957894336	1.9639610121239315	0.024767306717813353	0.05779038234156449	0.5397852882572184	1.1613565541646518	('0/3', '0/3')	1.2932277474849485	2.3958188109578487	cell	0.175245310812553	0.176819157274036	0.186774930053763	0.206131239954182	0.211104587309165	0.208328911246667	11.708435116267273	11.813586455791276	12.47874844548021	13.771976192965159	14.104253927225122	13.918806322773692	13.931016002324675	11.99546853407571
L-Glutamic_acid	0.08741393025660646	1.9639610121239315	0.024767306717813353	0.05779038234156449	0.31219194345301426	1.0624639791858594	('0/3', '0/3')	0.889312062961146	2.8486067036992253	cell	0.257275569182196	0.253579610295249	0.263773710105154	0.272369965662477	0.271682172510886	0.278911661847445	28.93081555437249	28.51520242330568	29.66153599194067	30.62819087012322	30.550848054901817	31.363809127004906	30.845452032146557	29.031997918444898
L-Glutamine	0.16665705396158523	1.5275252316519468	0.06331522897380859	0.11080165070416503	-0.2199563452044354	1.1224545693478578	('0/3', '0/3')	-0.6157040178989668	2.7992100765572783	cell	0.169374077760196	0.153229868227148	0.18752022806001	0.177966418361184	0.196664894800018	0.196643640816287	10.915467597988602	9.875039225574831	12.084912877013464	11.469208859114497	12.67424930213211	12.672879569680651	12.258678960798001	10.92131414095472
Hexose	-1.0707664521363753	-1.091089451179962	0.13761676203741713	0.19266346685238397	-0.041069375295587005	0.4760660150264561	('0/3', '0/3')	-0.13721937240724547	3.341160449109388	cell	0.0090454190905873	0.0050619118250187	0.0049437001977371	0.0035118901454864	0.0013218918097527	0.0052609006382394	3.9130044359503446	2.1897585095088865	2.1386207327733504	1.5192266472383362	0.5718439868409568	2.275840105180596	1.2551066331268146	2.6364130047322645
L-Lactic_acid	5.451597231085138e-06	-0.6546536707079772	0.25634538013096164	0.2990696101527886	-0.20173885196873892	1.0000037787663898	('0/3', '0/3')	-0.6628641203278676	3.285753407730226	cell	0.996077166645931	0.996100440914313	0.996067781083434	0.99601668895667	0.996178580583198	0.996061417717953	20216.38805451861	20216.860429207092	20216.197565086764	20215.160598980343	20218.446352388073	20216.068414183395	20216.5584077132	20216.482014350444
L-Proline	-0.06393514205501302	0.2182178902359924	0.41362967328135564	0.41362967328135564	-0.4091380480543938	0.9566511644322124	('0/3', '0/3')	-1.2270687702850696	2.9991558500125954	cell	0.020802504111159	0.0232041986653909	0.024288564618487	0.0168950002867602	0.0254154997218666	0.0239049587319658	7.3223350784852785	8.167714662995285	8.549403848770348	5.946921225911517	8.946077075924112	8.414377275806912	7.649779797861178	7.996415080309282
Fumaric_acid	3.516414976000653	1.7320508075688774	0.0416322583317752			11.443170924887427	('1/3', '0/3')	1.7666643279511824		cell		0.0008201984950621	0.0007085177895895	0.0077946221138123	0.0093033299434443	0.0091539862734814		0.2077613150956145	0.17947190664207108	1.974425643046797	2.3565906002693313	2.318760931647045	2.2096676934720687	0.1930992474005894
Pyruvic_acid	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	cell	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Succinic_acid						3.268927579157957	('2/3', '2/3')	2.0		cell		0.0022017832194433				0.0071974698893654		0.8814737051864118				2.8814737051864117	2.8814737051864117	0.8814737051864118
