metabolite	log2FC	stat	pvalue	padj	distance/span	FC	count_nan_samples	distance	span_allsamples	compartment	input_L-Cycloserine_cell_T4h-1	input_L-Cycloserine_cell_T4h-2	input_L-Cycloserine_cell_T4h-3	input_L-Cycloserine_cell_T6h-1	input_L-Cycloserine_cell_T6h-2	input_L-Cycloserine_cell_T6h-3	L-Cycloserine_cell_T4h-1	L-Cycloserine_cell_T4h-2	L-Cycloserine_cell_T4h-3	L-Cycloserine_cell_T6h-1	L-Cycloserine_cell_T6h-2	L-Cycloserine_cell_T6h-3	geommean_6	geommean_4
Fumaric_acid_m+0	-0.019512917005239862	-1.9639610121239315	0.024767306717813353	0.04798665676576337	0.7828947368421074	0.9865657327961297	('0/3', '0/3')	1.7538974550979276	2.240272379620876	cell	1.0	1.0	1.0	0.9881	0.9848	0.9868	147.38634076453073	147.38634076453073	147.38634076453073	145.6324433094328	145.14606838490985	145.4408410664389	145.40631328049926	147.38634076453064
Fumaric_acid_m+2	2.7622977956223385	1.9639610121239315	0.024767306717813353	0.04798665676576337	0.7412587412587411	6.784760056895564	('0/3', '0/3')	1.7042182412735074	2.29908687266143	cell	0.0014	0.0026	0.0027	0.0133	0.0157	0.0147	0.22508542809272744	0.418015795029351	0.434093325607403	2.1383115668809105	2.5241723007541577	2.3633969949736384	2.336552553733227	0.344382488715797
L-Aspartic_acid_m+2	0.1714782977672574	1.9639610121239315	0.024767306717813353	0.04798665676576337	0.7377777777777771	1.1262118981250826	('0/3', '0/3')	1.7026760507578356	2.3078440447018878	cell	0.1551	0.1513	0.1533	0.1717	0.1738	0.1722	15.908738281478334	15.518969065039794	15.724110757902183	17.61141433223617	17.826813109741682	17.66269975545177	17.700071098608117	15.716466082515371
L-Malic_acid_m+4	1.0556228143363249	1.9639610121239315	0.024767306717813353	0.04798665676576337	0.7307692307692311	2.078615355339641	('0/3', '0/3')	1.6607421582319857	2.272594532317453	cell	0.002	0.0021	0.0022	0.0041	0.0046	0.0044	1.7481496402441952	1.8355571222564047	1.9229646042686146	3.5837067625006003	4.020744172561648	3.845929208537229	3.8125311241038022	1.83416865189127
L-Malic_acid_m+0	-0.045681197445867815	-1.9639610121239315	0.024767306717813353	0.04798665676576337	0.6601123595505664	0.9688322553078863	('0/3', '0/3')	1.5095875218691859	2.2868645012145805	cell	0.9844	0.9863	0.9814	0.9579	0.9507	0.9515	63.23565772459662	63.357709481683905	63.04294442393247	61.53335690206328	61.070844980469325	61.12223519397976	61.24179644516462	63.211971019382005
L-Malic_acid_m+2	1.4268723423569307	1.9639610121239315	0.024767306717813353	0.04798665676576337	0.6431924882629109	2.6886320727309942	('0/3', '0/3')	1.4912461788305704	2.3185068327803755	cell	0.0107	0.0093	0.0123	0.026	0.0299	0.0306	1.1646959206924892	1.0123058002280514	1.3388560583661324	2.830102237196703	3.2546175727762083	3.330812633008427	3.1305268351407527	1.1643567250765186
L-Malic_acid_m+3	1.3841234433222764	1.9639610121239315	0.024767306717813353	0.04798665676576337	0.6063829787234041	2.610133220282336	('0/3', '0/3')	1.4310249757660396	2.3599359249475045	cell	0.0047	0.0043	0.0056	0.0113	0.0137	0.013	1.1799679624737522	1.079545157156837	1.4059192744368112	2.836944250202851	3.439481082104342	3.26374117279974	3.169712059985976	1.214387080075212
L-Glutamic_acid_m+5	0.4500279323345846	1.9639610121239315	0.024767306717813353	0.04798665676576337	0.4943820224719105	1.3660667052149562	('0/3', '0/3')	1.306098721826661	2.641881505513017	cell	0.0177	0.0165	0.019	0.0234	0.0238	0.0254	5.254078949166337	4.8978702068499755	5.639971753342396	6.946070475169057	7.064806722607844	7.5397517123629925	7.179025649314905	5.255252632912429
L-Aspartic_acid_m+0	-0.09359025771813545	-1.9639610121239315	0.024767306717813353	0.04798665676576337	0.3581081081081073	0.9371875813231411	('0/3', '0/3')	0.9398735390819191	2.6245525242287613	cell	0.6773	0.6655	0.6504	0.6205	0.6181	0.6292	30.02718622736721	29.504049068821608	28.83461084051326	27.509034481147726	27.40263370313845	27.89473730143134	27.60132788920136	29.451230937389532
L-Aspartic_acid_m+3	0.24833600348366386	1.9639610121239315	0.024767306717813353	0.04798665676576337	0.32882882882882797	1.1878362807726337	('0/3', '0/3')	0.8577622887241478	2.608537371188511	cell	0.0761	0.0819	0.0889	0.0962	0.0982	0.0983	8.941878105740795	9.62338786938464	10.44589965309273	11.303661941816879	11.538665308590618	11.550415476929306	11.463681581108089	9.650893617806895
L-Glutamic_acid_m+4	0.15283914281863573	1.9639610121239315	0.024767306717813353	0.04798665676576337	0.2928571428571421	1.1117551924574742	('0/3', '0/3')	0.8840916824141161	3.0188496472677215	cell	0.0748	0.0701	0.0762	0.0813	0.0803	0.0841	16.129282401116104	15.115811448104797	16.431167365842878	17.530891165918973	17.315259048256994	18.13466109537252	17.656887240639527	15.881992151176682
L-Aspartic_acid_m+4	0.4578320823778509	1.9639610121239315	0.024767306717813353	0.04798665676576337	0.2833333333333336	1.3734763629783593	('0/3', '0/3')	0.7681286949294179	2.7110424526920607	cell	0.0236	0.0192	0.0221	0.027	0.0308	0.0312	5.331716823627718	4.337667924307296	4.992836517041211	6.099845518557136	6.9583422952429554	7.048710376999357	6.688233556918196	4.869565823772081
L-Glutamic_acid_m+3	0.09640575360330786	1.9639610121239315	0.024767306717813353	0.04798665676576337	0.175824175824177	1.069106631928586	('0/3', '0/3')	0.46066616827839724	2.6200388320833667	cell	0.0874	0.0859	0.0909	0.0949	0.0925	0.095	25.163889442207275	24.732014909446278	26.171596685316256	27.323262106012244	26.632262853594654	27.352053741529645	27.100471857713835	25.34870802253529
L-Glutamic_acid_m+0	-0.05262490904997302	-1.9639610121239315	0.024767306717813353	0.04798665676576337	0.16312056737588562	0.9641804555511102	('0/3', '0/3')	0.47609918691254904	2.9186950154204254	cell	0.4619	0.4592	0.4492	0.4429	0.4446	0.4337	47.806568355414704	47.527118832661685	46.4921206002431	45.840071713819384	46.01602141333055	44.88787333999428	45.57861544631912	47.27187238022483
L-Proline_m+2	-0.17267655564644022	-1.9639610121239315	0.024767306717813353	0.04798665676576337	0.036585365853658715	0.8871951871756059	('0/3', '0/3')	0.11959670886197671	3.268976708894014	cell	0.0313	0.0331	0.0353	0.0271	0.031	0.0304	12.47792329126618	13.195503544438035	14.072546076092527	10.803569367198513	12.358326582404203	12.119133164680251	11.739947731283994	13.23265488923382
L-Glutamine_m+2	0.11168128711859499	1.9639610121239315	0.024767306717813353	0.04798665676576337	0.015748031496062933	1.0804866800268405	('0/3', '0/3')	0.04460843250325297	2.8326354639565743	cell	0.1738	0.1752	0.1831	0.1835	0.1992	0.1924	19.382363922663508	19.53849343642489	20.419509978364143	20.464118410867396	22.214999386620082	21.45665603406478	21.366520063205623	19.774903715309897
L-Glutamic_acid_m+1	-0.10137238751047334	-1.5275252316519468	0.06331522897380859	0.09813860490940332	-0.016949152542371813	0.9321458504979769	('0/3', '0/3')	-0.04966103051700799	2.930000800503656	cell	0.08	0.089	0.0831	0.0802	0.0772	0.0774	19.864412206804456	22.099158580069957	20.634158179818126	19.914073237321464	19.1691577795663	19.21881881008331	19.43106515997599	20.84552020437081
Hexose_m+0	0.01240713214800086	1.5275252316519468	0.06331522897380859	0.09813860490940332	-0.02155172413794087	1.008637054634244	('0/3', '0/3')	-0.07409304866067146	3.4379174578535867	cell	0.9768	0.9872	0.9889	0.99	1.0	0.9884	144.74817986342174	146.28931527556298	146.54123164100918	146.70423634806255	148.18609732127533	146.4671385923485	147.1171955778087	145.85741709752764
L-Glutamine_m+1	0.21467676087047846	1.5275252316519468	0.06331522897380859	0.09813860490940332	-0.10119047619047593	1.1604438851433725	('0/3', '0/3')	-0.29504794741491125	2.9157679509238363	cell	0.0496	0.0515	0.059	0.0573	0.0619	0.0664	8.60845775987037	8.938217230510567	10.239899351458707	9.944851404043796	10.743216438225323	11.524225710794207	10.718025675965585	9.23614300801919
