metabolite	log2FC	stat	pvalue	padj	distance/span	FC	count_nan_samples	distance	span_allsamples	compartment	input_L-Cycloserine_med_T2h-1	input_L-Cycloserine_med_T2h-2	input_L-Cycloserine_med_T2h-3	input_L-Cycloserine_med_T4h-1	input_L-Cycloserine_med_T4h-2	input_L-Cycloserine_med_T4h-3	L-Cycloserine_med_T2h-1	L-Cycloserine_med_T2h-2	L-Cycloserine_med_T2h-3	L-Cycloserine_med_T4h-1	L-Cycloserine_med_T4h-2	L-Cycloserine_med_T4h-3	geommean_4	geommean_2
Pyruvic_acid_m+3	0.403161645852353	1.9639610121239315	0.024767306717813353	0.10130436635809374	0.4444444444444444	1.322402764622629	('0/3', '0/3')	1.1809627951322943	2.6571662890476624	med	0.004	0.0039	0.0038	0.0051	0.0048	0.0056	5.904813975661474	5.757193626269937	5.6095732768784	7.52863781896838	7.085776770793768	8.266739565926063	7.611659910106733	5.755931637271535
L-Lactic_acid_m+2	0.028104825371267926	1.7457431218879391	0.04042779918502612	0.10130436635809374	0.0	1.0196717690563228	('0/3', '0/3')	0.0	2.6666666666666714	med	0.0118	0.0119	0.0118	0.0121	0.0119	0.0122	78.66666666666657	79.33333333333324	78.66666666666657	80.66666666666657	79.33333333333324	81.33333333333324	80.44013579365856	78.88826408139515
Pyruvic_acid_m+0	-0.0016412916889974479	-1.7457431218879391	0.04042779918502612	0.10130436635809374	0.0	0.9988629901793514	('0/3', '0/3')	0.0	2.5656174259861473	med	0.997	0.9964	0.9971	0.9954	0.9964	0.9953	1421.0669853934044	1420.2117795847423	1421.209519694848	1418.7864365703056	1420.2117795847423	1418.643902268862	1419.2138629633926	1420.8293598990635
L-Lactic_acid_m+3	0.006651040514004834	1.5275252316519468	0.06331522897380859	0.10130436635809374	-0.1410256410256653	1.004620793070621	('0/3', '0/3')	-0.35551759121062787	2.520942919493109	med	0.9651	0.9713	0.9657	0.9724	0.9702	0.9729	311.9182066157462	313.9220330389331	312.11212530186106	314.27755063014365	313.56651544772245	314.4391495352393	314.0941763607296	312.6494877740899
L-Lactic_acid_m+0	-0.3627383955961164	-1.5275252316519468	0.06331522897380859	0.10130436635809374	-0.14634146341463417	0.7776870413651543	('0/3', '0/3')	-0.36882361482453874	2.5202947013010144	med	0.0229	0.0165	0.0224	0.0153	0.0177	0.0147	7.038383982901612	5.071324703837406	6.884707476724721	4.702501089012867	5.440148318661945	4.518089281600598	4.871149791103768	6.263637597140536
L-Asparagine_m+0	-0.0029908509997792205	-0.6546536707079772	0.25634538013096164	0.292966148721099	0.0	0.9979290474495319	('0/3', '0/3')	0.0	2.6832815729997037	med	1.0	1.0	1.0	1.0	1.0	0.9938	432.7873504838314	432.7873504838314	432.7873504838314	432.7873504838314	432.7873504838314	430.1040689108317	431.8910684165365	432.7873504838313
L-Lactic_acid_m+1	0.3333333333333336	0.6546536707079772	0.25634538013096164	0.292966148721099	0.0	1.2599210498948734	('0/3', '0/3')	0.0	2.6832815729997477	med	0.0001	0.0002	0.0002	0.0002	0.0002	0.0002	2.6832815729997477	5.366563145999495	5.366563145999495	5.366563145999495	5.366563145999495	5.366563145999495	5.366563145999495	4.259443991706684
L-Tyrosine_m+2	-0.059381836082426843	-0.2182178902359924	0.41362967328135564	0.41362967328135564	-0.25	0.9596752315197806	('0/3', '0/3')	-0.807207352795575	3.2288294111823	med	0.0003	0.0006	0.0011	0.0005	0.0005	0.0007	1.2108110291933623	2.4216220583867245	4.439640440375662	2.018018381988937	2.018018381988937	2.825225734784512	2.257534848848016	2.35239461715907
L-Proline_m+0	0.011619811912288721	0.6546536707079772	0.25634538013096164		-0.649180327868853	1.0080867625119752	('0/3', '0/3')	-1.6896013082942574	2.6026686819684244	med	0.9869	1.0	0.9695	1.0	0.9802	1.0	84.21553187654575	85.33339940880104	82.73073072683262	85.33339940880104	83.64379810050679	85.33339940880104	84.7664404137874	84.0864532359936
Hexose_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Tryptophan_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Glycine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Lysine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Histidine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Threonine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Tyrosine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Alanine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ile_Leu_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Hexose-phosphate_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Arginine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Serine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Phenylalanine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Valine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Methionine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Proline_m+3						0.0	('2/3', '3/3')	0.0		med			0.0001						0.0001				0.0	0.00010000000000000009
L-Asparagine_m+1						13000000.000000006	('3/3', '2/3')	0.0		med						0.0013						0.0013	0.0013000000000000006	0.0
L-Proline_m+1						2.539753553702713	('0/3', '2/3')	0.0		med	0.0149	0.0013	0.0331		0.0219		1.292528469408729	0.11277094028398306	2.8713216333844915		1.899756609399407		1.899756609399407	0.7480082493160594
L-Asparagine_m+2						12.499999999999998	('2/3', '2/3')	1.9999999999999998		med			0.0004			0.005			0.1739130434782609			2.1739130434782608	2.1739130434782608	0.1739130434782609
L-Alanine_m+2						1.0	('2/3', '2/3')	0.0		med		0.0001		0.0001				0.0001		0.0001			0.00010000000000000009	0.00010000000000000009
