metabolite	log2FC	stat	pvalue	padj	distance/span	FC	count_nan_samples	distance	span_allsamples	compartment	input_L-Cycloserine_med_T1h-1	input_L-Cycloserine_med_T1h-2	input_L-Cycloserine_med_T1h-3	input_L-Cycloserine_med_T2h-1	input_L-Cycloserine_med_T2h-2	input_L-Cycloserine_med_T2h-3	L-Cycloserine_med_T1h-1	L-Cycloserine_med_T1h-2	L-Cycloserine_med_T1h-3	L-Cycloserine_med_T2h-1	L-Cycloserine_med_T2h-2	L-Cycloserine_med_T2h-3	geommean_2	geommean_1
Pyruvic_acid_m+3	0.4276771047998337	1.9639610121239315	0.024767306717813353	0.08668557351234674	0.6666666666666665	1.3450661303371658	('0/3', '0/3')	1.5790840679034455	2.3686261018551686	med	0.0029	0.0028	0.003	0.004	0.0039	0.0038	5.72417974614999	5.52679423766206	5.921565254637922	7.895420339517228	7.698034831029297	7.500649322541367	7.696347405540993	5.721910047360839
Pyruvic_acid_m+0	-0.0014947703897209997	-1.9639610121239315	0.024767306717813353	0.08668557351234674	0.2777777777777695	0.998964440680792	('0/3', '0/3')	0.8502303018976818	3.0608290868317454	med	0.9976	0.9982	0.9978	0.997	0.9964	0.9971	1696.3794983462583	1697.3997747085355	1696.7195904670173	1695.359221983981	1694.3389456217037	1695.5292680443606	1695.0757303700393	1696.8329014943204
L-Lactic_acid_m+0	0.41235952423427735	1.5275252316519468	0.06331522897380859	0.11080165070416503	-0.3783783783783781	1.330860654505682	('0/3', '0/3')	-1.0182836412472414	2.691178194724854	med	0.0118	0.0207	0.0147	0.0229	0.0165	0.0224	2.860892134932728	5.018683660432836	3.5639927443653474	5.552070329657582	4.000400019185594	5.4308460866519574	4.940929131359358	3.7125818654504843
L-Lactic_acid_m+3	-0.0067909738353177825	-1.5275252316519468	0.06331522897380859	0.11080165070416503	-0.3867924528301963	0.9953039168744138	('0/3', '0/3')	-1.0459376530439215	2.704131493235451	med	0.9757	0.9672	0.9729	0.9651	0.9713	0.9657	248.90765074998373	246.73924342050248	248.19335186497815	246.20351925674828	247.7851810735464	246.3565833035352	246.78073466428657	247.94510549025102
L-Lactic_acid_m+2	-0.02800462081866299	-1.091089451179962	0.13761676203741713	0.19266346685238397	-0.25000000000000483	0.9807758626492248	('0/3', '0/3')	-0.5547001962252409	2.218800784900921	med	0.0122	0.0118	0.0122	0.0118	0.0119	0.0118	67.67342393947779	65.45462315457686	67.67342393947779	65.45462315457686	66.0093233508021	65.45462315457686	65.63900334872636	66.9255900847982
L-Lactic_acid_m+1	-0.3333333333333334	-0.6546536707079772	0.25634538013096164	0.25634538013096164	0.0	0.7937005259840997	('0/3', '0/3')	0.0	2.6832815729997477	med	0.0002	0.0002	0.0002	0.0001	0.0002	0.0002	5.366563145999495	5.366563145999495	5.366563145999495	2.6832815729997477	5.366563145999495	5.366563145999495	4.259443991706684	5.366563145999495
L-Tyrosine_m+2	0.4864772062124323	0.6546536707079772	0.25634538013096164	0.25634538013096164	-0.37499999999999994	1.4010196653276934	('0/3', '0/3')	-1.0894095588038442	2.9050921568102517	med	0.0006	0.0004	0.0003	0.0003	0.0006	0.0011	2.1788191176076883	1.4525460784051258	1.0894095588038442	1.0894095588038442	2.1788191176076883	3.994501715614096	2.116532737333154	1.5107087999639923
L-Proline_m+0	-0.011376416353336425	-0.4364357804719848	0.3312602917700287		-0.6590163934426259	0.9921454783171225	('0/3', '0/3')	-1.7137443164043447	2.6004577935488697	med	0.9799	0.9998	1.0	0.9869	1.0	0.9695	83.54716694749318	85.24385908164476	85.26091126389753	84.14399332634048	85.26091126389753	82.66045347034866	84.01502433419408	84.68014638004539
Hexose_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Tryptophan_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Glycine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Asparagine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Lysine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Histidine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Threonine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Tyrosine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Alanine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
Ile_Leu_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Proline_m+1	0.6259711374812025	0.0	0.5			1.5432493005454442	('1/3', '0/3')	-1.7033465745734828		med	0.0223	0.0014		0.0149	0.0013	0.0331	1.817446345119075	0.11409977054559216		1.2143475579495164	0.1059497869351927	2.697644575042214	0.702763623689135	0.45537919469054744
Hexose-phosphate_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Arginine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Serine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Phenylalanine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Valine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Methionine_m+0	0.0	0.0	0.5			1.0	('0/3', '0/3')	0.0	0.0	med	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
L-Alanine_m+2						0.38157141418444407	('0/3', '2/3')	1.2060453783110547		med	0.0003	0.0003	0.0002		0.0001		3.6181361349331636	3.6181361349331636	2.4120907566221095		1.2060453783110547		1.2060453783110547	3.160733046234109
L-Asparagine_m+2						4000000.0000000005	('3/3', '2/3')	0.0		med						0.0004						0.0004	0.0004000000000000001	0.0
L-Proline_m+3						1000000.0000000008	('3/3', '2/3')	0.0		med						0.0001						0.0001	0.00010000000000000009	0.0
