ensembl_gene_id_version	entrezgene_id	description	external_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000146674.15	3486	insulin like growth factor binding protein 3 [Source:HGNC Symbol;Acc:HGNC:5472]	IGFBP3	3529.12104432455	2.68063	0.0618925453837978	-43.3110549573966	0	0
ENSG00000187134.14	1645	aldo-keto reductase family 1 member C1 [Source:HGNC Symbol;Acc:HGNC:384]	AKR1C1	443.427622017054	-3.05477	0.0790500292467354	38.6434775474256	0	0
ENSG00000172020.12	2596	growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140]	GAP43	566.205860669733	2.83015	0.0763215057770253	-37.0819396833849	5.49226275096431e-301	4.18931495101054e-297
ENSG00000089169.15	22895	rabphilin 3A [Source:HGNC Symbol;Acc:HGNC:17056]	RPH3A	1305.98024860102	1.64629	0.0477155202790992	-34.5020922619379	7.46238019956071e-261	4.26904115266369e-257
ENSG00000147588.7	5375	peripheral myelin protein 2 [Source:HGNC Symbol;Acc:HGNC:9117]	PMP2	320.26529924562	-2.60992	0.0770719056239769	33.8633937625743	2.30514521874103e-251	1.05497276080902e-247
ENSG00000104419.14	10397	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]	NDRG1	1207.8123976863	2.48217	0.0738145278531157	-33.6271765889517	6.72338721459421e-248	2.56418782719265e-244
ENSG00000131981.16	3958	galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]	LGALS3	1662.54319218434	1.52372	0.0457168436188329	-33.3295611576943	1.44083074034959e-243	4.71007569020282e-240
ENSG00000187957.8	92737	delta/notch like EGF repeat containing [Source:HGNC Symbol;Acc:HGNC:24456]	DNER	181.597708586928	3.26432	0.0989850124851189	-32.9779648988365	1.68138749154571e-238	4.80939874613005e-235
ENSG00000100234.11	7078	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]	TIMP3	115.330407282012	-3.39813	0.10481636429659	32.4198301964545	1.44248250727739e-230	3.66759191266985e-227
ENSG00000150938.10	51232	cysteine rich transmembrane BMP regulator 1 [Source:HGNC Symbol;Acc:HGNC:2359]	CRIM1	1734.16892611239	1.20193	0.0379768071869883	-31.6489955940212	7.82845970292207e-220	1.79138643381966e-216
ENSG00000151632.17	1646	aldo-keto reductase family 1 member C2 [Source:HGNC Symbol;Acc:HGNC:385]	AKR1C2	204.74166192855	-4.83658	0.153198146064962	31.5707297092992	9.31499634994245e-219	1.93777328614303e-215
ENSG00000171724.3	57687	vesicle amine transport 1 like [Source:HGNC Symbol;Acc:HGNC:29315]	VAT1L	916.83110400361	1.91004	0.0608897811665905	-31.3687477016074	5.40106824202772e-216	1.02993870485267e-212
ENSG00000074410.14	771	carbonic anhydrase 12 [Source:HGNC Symbol;Acc:HGNC:1371]	CA12	2378.06791507672	1.24261	0.0396186042172024	-31.3643394551787	6.20284753108092e-216	1.09184430810558e-212
ENSG00000100311.17	5155	platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800]	PDGFB	363.783134218754	2.70413	0.0864015642537689	-31.2972693246165	5.08309782603443e-215	8.30832339665327e-212
ENSG00000104415.14	8840	cellular communication network factor 4 [Source:HGNC Symbol;Acc:HGNC:12769]	CCN4	2095.44408352377	1.45018	0.046417819195608	-31.2417772700883	2.88728585092062e-214	4.4046508084411e-211
ENSG00000139970.17	6252	reticulon 1 [Source:HGNC Symbol;Acc:HGNC:10467]	RTN1	1326.67342449195	1.50477	0.0483812845933721	-31.1023444408176	2.23897733881787e-212	3.20215740276058e-209
