	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid	-0.6678849261771614	0.5407679465541994	1.0	0.9786849456851164	-0.03108358689663746
1	Hexose				1.0	0.0
2	Hexose-phosphate				1.0	0.0
3	Pyruvic_acid				1.0	0.0
4	L-Glutamine	-0.45923438445668596	0.6699141837829161	1.0	0.9070182473671214	-0.1407965197440972
5	L-Methionine				1.0	0.0
6	L-Phenylalanine				1.0	0.0
7	Glycine				1.0	0.0
8	L-Alanine	-0.25374790927641716	0.8121995141294525	1.0	0.8842928586440895	-0.1774038567826311
9	L-Histidine				1.0	0.0
10	L-Proline				1.0	0.0
11	L-Serine				1.0	0.0
12	L-Tryptophan				1.0	0.0
13	L-Valine				1.0	0.0
14	L-Arginine				1.0	0.0
15	L-Asparagine	1.0	0.373900966300059	1.0	24.220901650873373	4.598180666898601
16	L-Threonine				1.0	0.0
17	L-Lysine				1.0	0.0
18	Ile_Leu				1.0	0.0
19	L-Tyrosine	4.25453509458919	0.013110570568280622	0.26221141136561243	2.366170702408232	1.2425541576313108
