	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid	-0.873776592086536	0.43156122401050434	1.0	0.9729765205587376	-0.039523103942826564
1	Hexose				1.0	0.0
2	Hexose-phosphate				1.0	0.0
3	Pyruvic_acid	1.2110851073054631	0.29252051909407606	1.0	1.115797309183053	0.15807497735097806
4	L-Glutamine	0.4606243102213639	0.6689977485376724	1.0	1.0779800291603445	0.10833045072657972
5	L-Methionine				1.0	0.0
6	L-Phenylalanine				1.0	0.0
7	Glycine				1.0	0.0
8	L-Alanine				1.0	0.0
9	L-Histidine				1.0	0.0
10	L-Proline	-0.0920266766731715	0.9311014982596832	1.0	0.574383776075852	-0.7999130952136403
11	L-Serine				1.0	0.0
12	L-Tryptophan				1.0	0.0
13	L-Valine				1.0	0.0
14	L-Arginine				1.0	0.0
15	L-Asparagine	1.0	0.373900966300059	1.0	25.77516118678089	4.687909544503727
16	L-Threonine				1.0	0.0
17	L-Lysine				1.0	0.0
18	Ile_Leu				1.0	0.0
19	L-Tyrosine				1.0	0.0
