	Control_cell_T0-1	Control_cell_T0-2	Control_cell_T0-3	Control_cell_T1h-1	Control_cell_T1h-2	Control_cell_T1h-3	Control_cell_T2h-1	Control_cell_T2h-2	Control_cell_T2h-3	Control_cell_T4h-1	Control_cell_T4h-2	Control_cell_T4h-3	Control_cell_T6h-1	Control_cell_T6h-2	Control_cell_T6h-3	Control_cell_T24h-1	Control_cell_T24h-2	Control_cell_T24h-3	L-Cycloserine_cell_T0-1	L-Cycloserine_cell_T0-2	L-Cycloserine_cell_T0-3	L-Cycloserine_cell_T1h-1	L-Cycloserine_cell_T1h-2	L-Cycloserine_cell_T1h-3	L-Cycloserine_cell_T2h-1	L-Cycloserine_cell_T2h-2	L-Cycloserine_cell_T2h-3	L-Cycloserine_cell_T4h-1	L-Cycloserine_cell_T4h-2	L-Cycloserine_cell_T4h-3	L-Cycloserine_cell_T6h-1	L-Cycloserine_cell_T6h-2	L-Cycloserine_cell_T6h-3	L-Cycloserine_cell_T24h-1	L-Cycloserine_cell_T24h-2	L-Cycloserine_cell_T24h-3
L-Proline	412441.99519600003	411433.3098000001	143760.17369999998	693475.8625619999	278493.20389	819876.98088	784995.761864	900529.862132	830233.122654	1226570.0572890001	950885.2663829997	513971.4715	1674998.3933400002	1103971.634842	1087272.176382	2840324.4813800002	2799999.2110140002	2873215.900120001	297095.0944	398379.9468	176243.57459999996	423471.43206	913332.069286	383924.82792	654168.243792	669491.79806	585312.0933450001	1190052.769248	977427.801085	1538756.46523	966801.18914	1679604.639948	1523328.4175670003	1130675.8498949998	2265253.599672	1779160.9466000001
L-Serine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Tryptophan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Valine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55394.60703	0.0
L-Arginine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Threonine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Lysine	28748.24475	11788.64936	24086.8516	32268.375172	34947.458297	25378.0242	16116.135	19486.771	24881.36928	15305.961229999995	24064.62685	19009.74762	8563.07697	25127.3994	29672.16636	20183.56851	23036.25591	7982.076	14875.446060000002	22398.51762	27225.92972	30684.1023	21234.46644	15301.995650000004	39218.410026	16594.7596	18189.22595	21609.6825	28980.52625	24361.4646	12309.112240000002	0.0	20319.18483	4165.4884	0.0	13297.61256
Ile_Leu	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
L-Aspartic_acid	1537412.60534	1620392.8746599997	1562535.611574	12772964.0524	11007875.03472	11428882.37928	7669110.388499999	12260853.32994	12450900.08503	12681926.269080002	13928965.83173	15075966.513	19512046.8648	19072960.3428	19838630.1889	41025927.445999995	30963706.0544	28095644.0921	1634287.5480600004	1460450.71061	1389702.74284	7182211.861700001	9184664.151320001	8686934.95429	6934336.625159999	9280369.46718	9913085.00378	7829454.0523500005	7835640.9032000005	10358615.45224	16437290.776400002	17838279.3786	16927583.616	21939994.960300002	25794196.9884	26941425.1176
L-Tyrosine	132144.6688	0.0	0.0	127709.083	190361.38145	156867.6661	143615.88572000002	230483.90784	74374.6243	227174.5032	103601.91927	163906.90032000002	42219.04087	225842.031	219658.7405	290520.4916	402481.1781	228488.6305	161100.51256	180417.0604	344713.03579999995	100443.14667	65081.5362	160000.8608	181325.77416	181117.306	479944.719	112175.09956	134818.52535999997	145951.63376	50910.8835	141405.5145	490480.0434	282672.2652	122527.2174	381301.545
