	mets	stat	pval	padj	FC_geommu	log2FC
0	L-Lactic_acid	1.3006793027065082	0.2632405755997134	0.7239115828992119	1.1737261823738152	0.2310958825480013
1	Hexose	-1.0	0.373900966300059	0.9139801398445886	0.03142967864982349	-4.991728668279999
2	Hexose-phosphate				1.0	0.0
3	Pyruvic_acid	2.9921796061842625	0.04025138427222248	0.29517681799629825	1.305131385659013	0.38419504809596444
4	Fumaric_acid	-1.4830656247379275	0.2122043206164854	0.694041816743295	0.6751901310859296	-0.5666342778349204
5	L-Malic_acid	-2.5435055058034046	0.0637431800267111	0.35058749014691104	0.8401439126385787	-0.25129161905947556
6	L-Glutamic_acid	1.449353964883278	0.22083148714559386	0.694041816743295	1.049542597782909	0.0697607224785564
7	L-Glutamine	-2.137720658846477	0.0993418957978629	0.4371043415105968	0.8732022082227793	-0.1956123161527667
8	L-Methionine				1.0	0.0
9	L-Phenylalanine				1.0	0.0
10	L-Alanine	-10.248383448666166	0.0005110390780910281	0.011242859718002618	1.0529783309078832e-06	-19.85709282167223
11	L-Histidine				1.0	0.0
12	L-Proline	-0.48671000315598	0.6519289869837603	1.0	0.8787169149323238	-0.18652962940675671
13	L-Serine				1.0	0.0
14	L-Tryptophan				1.0	0.0
15	L-Valine				1.0	0.0
16	L-Arginine				1.0	0.0
17	L-Threonine				1.0	0.0
18	L-Lysine				1.0	0.0
19	Ile_Leu				1.0	0.0
20	L-Aspartic_acid	-3.576553685957595	0.023239136185939646	0.2556304980453361	0.8978434917405423	-0.15546411246919428
21	L-Tyrosine				1.0	0.0
