metabolite	log2FC	stat	pvalue	padj	distance/span	FC	count_nan_samples	distance	span_allsamples	compartment	input_L-Cycloserine_cell_T2h-1	input_L-Cycloserine_cell_T2h-2	input_L-Cycloserine_cell_T2h-3	input_L-Cycloserine_cell_T4h-1	input_L-Cycloserine_cell_T4h-2	input_L-Cycloserine_cell_T4h-3	L-Cycloserine_cell_T2h-1	L-Cycloserine_cell_T2h-2	L-Cycloserine_cell_T2h-3	L-Cycloserine_cell_T4h-1	L-Cycloserine_cell_T4h-2	L-Cycloserine_cell_T4h-3	geommean_4	geommean_2
L-Glutamic_acid_m+3	0.5005707670073045	1.9639610121239315	0.024767306717813353	0.03230518267540872	0.7830508474576274	1.4147731720706742	('0/3', '0/3')	1.7757894903220697	2.267783115346365	cell	0.0628	0.0625	0.0614	0.0874	0.0859	0.0909	4.827687445550906	4.804625244377893	4.7200638400768415	6.718787941738045	6.603476935872975	6.9878469554232066	6.768134719062309	4.783900947991832
L-Glutamic_acid_m+4	0.5229036727958856	1.9639610121239315	0.024767306717813353	0.03230518267540872	0.6914062499999993	1.4368442367890162	('0/3', '0/3')	1.5551382087110737	2.2492394431075438	cell	0.0508	0.0506	0.0524	0.0748	0.0701	0.0762	4.463334519916531	4.445762336767253	4.603911985110753	6.571996497829853	6.159050193821827	6.695001779874797	6.471236239801458	4.503784108333855
L-Malic_acid_m+4	0.5863306334987352	1.9639610121239315	0.024767306717813353	0.03230518267540872	0.5555555555555557	1.5014231507587594	('0/3', '0/3')	1.3912166872805054	2.5041900371049093	cell	0.0015	0.0013	0.0014	0.002	0.0021	0.0022	4.1736500618415135	3.617163386929312	3.895406724385413	5.564866749122019	5.843110086578119	6.121353424034221	5.838690183161842	3.888770584236163
L-Glutamic_acid_m+5	0.7549280625945844	1.9639610121239315	0.024767306717813353	0.03230518267540872	0.4947368421052635	1.6875474436299638	('0/3', '0/3')	1.2590289444461864	2.544845738774205	cell	0.0095	0.0118	0.0103	0.0177	0.0165	0.019	2.544845738774205	3.160966286056381	2.759148537828875	4.741449429084572	4.419995230502567	5.08969147754841	4.742508598956527	2.810296455283801
L-Proline_m+1	1.5906075312233687	1.9639610121239315	0.024767306717813353	0.03230518267540872	0.4895104895104895	3.011761506352825	('0/3', '0/3')	1.2638168030574704	2.5817971833888325	cell	0.0167	0.0061	0.0129	0.0337	0.0347	0.0307	1.5075529007899824	0.5506630356178978	1.164516911388669	3.0421875902169107	3.13246021900673	2.7713697038474527	2.9779815762283346	0.9887839956606003
L-Aspartic_acid_m+4	0.8509489037137128	1.9639610121239315	0.024767306717813353	0.03230518267540872	0.3656716417910448	1.8036868740101049	('0/3', '0/3')	0.961292628574844	2.628841065898553	cell	0.0117	0.0143	0.0102	0.0236	0.0192	0.0221	2.2953313784338114	2.8054050180857693	2.001058124788451	4.629899190687004	3.7666976466606132	4.335625937041644	4.228581451769478	2.3444099487003243
L-Tyrosine_m+2	-0.6922718656836098	-1.9639610121239315	0.024767306717813353	0.03230518267540872	0.19999999999999993	0.6188785111483708	('0/3', '0/3')	0.5570860145311554	2.7854300726557777	cell	0.0006	0.0005	0.0009	0.0004	0.0004	0.0004	3.3425160871869335	2.785430072655778	5.0137741307804005	2.2283440581246228	2.2283440581246228	2.2283440581246228	2.2283440581246228	3.6006163051125823
L-Glutamine_m+3	0.6634092459659167	1.9639610121239315	0.024767306717813353	0.03230518267540872	0.18750000000000025	1.5838209468509232	('0/3', '0/3')	0.5172465847325216	2.758648451906778	cell	0.0363	0.043	0.0387	0.064	0.0502	0.0747	2.607784864693126	3.0891115477081104	2.7802003929372994	4.59774741984463	3.606358132440632	5.366433316599904	4.464435638518464	2.8187754729440875
L-Glutamine_m+4	0.5931462901468937	1.9639610121239315	0.024767306717813353	0.03230518267540872	0.17716535433070832	1.5085330350906077	('0/3', '0/3')	0.4900310614923633	2.7659531026457893	cell	0.0268	0.0374	0.0321	0.0505	0.0419	0.0522	2.9184072106656362	4.072702599958761	3.495554905312198	5.499237467858755	4.562733661451125	5.6843603133114255	5.224800717004136	3.463497712988643
L-Glutamine_m+5	1.029356905378858	1.9639610121239315	0.024767306717813353	0.03230518267540872	0.11200000000000003	2.0411142031160336	('0/3', '0/3')	0.3654800233022115	3.2632144937697447	cell	0.0034	0.0078	0.0072	0.0111	0.0092	0.0159	0.8875943423053705	2.0362458441123206	1.879611548411373	2.8977344704675336	2.401725867414532	4.150808836075115	3.068350150304194	1.5032721567563183
L-Proline_m+2	0.6716919614466076	1.9639610121239315	0.024767306717813353	0.03230518267540872	0.051643192488262865	1.592940037985801	('0/3', '0/3')	0.14757126359921813	2.85751628605759	cell	0.0214	0.0302	0.014	0.0313	0.0331	0.0353	2.870931855475701	4.051501964269447	1.8781797185355056	4.1990732278686655	4.440553477394659	4.735696004593096	4.453055655334836	2.795494839194022
