	mets	stat	pval	padj	FC_geommu	log2FC
0	Fru6P	-4.605247658479327	0.009991323793200346	0.01581959600590055	0.6633863473452086	-0.5920787734759911
1	Gly3P	-7.209204702006127	0.0019626835804225193	0.007370932027383331	0.22449253426152851	-2.155260627484256
2	CTP	-20.81711288355287	3.146425632386079e-05	0.000597820870153355	0.09083411023526106	-3.4606220263307144
3	Fum	5.050468643538959	0.007228707611051584	0.014457415222103169	2.436125545136397	1.2845884840975021
4	P5P	-3.3109828045411374	0.029627189170190967	0.040208328159544886	0.3446508037638868	-1.536792715042661
5	Pyr	31.532172544755483	6.028778285217437e-06	0.00022909357483826264	19.971336104880837	4.319858948821237
6	Rib1P	-6.3761444325551055	0.003103550327319297	0.007370932027383331	0.03924214372438717	-4.671452334352497
7	Suc	2.3243076833394904	0.08075429027648773	0.0989891300163398	1.1631746434462973	0.21806772477161582
8	ATP	-14.995753044611961	0.00011521561368558938	0.0010945483300130992	0.14684551099536222	-2.7676289311225672
9	UDP	-6.519547486750807	0.0028579779273537683	0.007370932027383331	0.30568915674676067	-1.709862716313515
10	PRPP	-2.5011082589300373	0.06668752256437697	0.0844708619148775	2.0233332897644652e-05	-15.592906489742871
11	AMP	-4.031748850080197	0.01571081471111178	0.023880438360889905	0.378956259975671	-1.399896756142251
12	CDP	-6.672043474257511	0.002622542390271671	0.007370932027383331	0.07522954827552623	-3.7325567622116678
13	Cit	3.396809838094935	0.027357633005889743	0.038503335341622605	2.150739562104986	1.104832836147388
14	UMP	-3.6018923886112826	0.022719837475699913	0.033205916310638336	0.6017106827468257	-0.7328581243435341
15	a-KG	6.878589651874415	0.0023405153169874637	0.007370932027383331	15.16938135366207	3.923090344862346
16	ADP	-9.751202983107651	0.0006195360774576993	0.002615818993710286	0.19577413101863145	-2.3527379505625476
17	Glc6P	-11.165609660000438	0.0003662247356169539	0.0019880771362063214	0.4498732091298909	-1.1524096408539315
18	UTP	-4.7191784200475215	0.009177155750444562	0.01516225732682145	0.5159564705246192	-0.9546787393304798
19	Glycine	-0.5104748309936147	0.63659957018525	0.6538049639740405	0.7757805424529552	-0.36627950316170754
20	Fru1P	11.792860553614613	0.00029589490017189644	0.0019880771362063214	2.5462642435576797	1.348382145511263
21	Serine	-0.5248364890197302	0.6274403047943496	0.6538049639740405	0.8568462477237047	-0.22289174416312035
22	6-PG	-4.746597886202472	0.008993390379122801	0.01516225732682145	0.34404636572870784	-1.5393250907177896
23	CMP	-4.834543095431939	0.008433409981181821	0.01516225732682145	9.555367527298988e-07	-19.99718529968338
24	FruBP	-2.113461143693854	0.10209136466396135	0.12123349553845411	0.5949663098171538	-0.7491201172832872
25	Glutamine	-0.14846492257121421	0.8891596855602786	0.8891596855602786	0.8111187170343913	-0.3020150091226505
26	PEP	6.6393249332001645	0.002670980836221936	0.007370932027383331	26.502205529451093	4.728040521506515
27	Alanine	1.8578520326536068	0.13674010194659977	0.1574582992112361	1.166234961621163	0.2218584779178038
28	2_3-PG	5.185445011903591	0.0065816202550248405	0.013894531649496887	1.8126347891500922	0.8580882792148151
29	Aspartate	1.3167002609094607	0.2583110338102755	0.28045197956544193	1.5736354597963567	0.6541013723223479
30	GTP	-4.776552454646733	0.008797719555538553	0.01516225732682145	0.0746682639500043	-3.7433610012528384
31	IsoCit	11.396607391398257	0.00033812691760759414	0.0019880771362063214	3.445581571452979	1.784747512519755
32	GMP	-3.0976499445162298	0.03630375771674312	0.04757044114607719	0.6557182621363001	-0.6088520195669995
33	Glutamate	1.773810764629209	0.15076811241992502	0.16850553741050445	1.2282223058058304	0.2965717092887806
34	Mal	5.615546767275573	0.004942265975928814	0.011047418063840879	1.5879590132484178	0.6671736756128844
35	2-OHGLu	-9.912500479428312	0.0005814493991455106	0.002615818993710286	0.1577315851740292	-2.6644565114156116
36	Sed7P	-17.041044411841366	6.954429501560262e-05	0.0008808944035309665	0.09799316881226881	-3.3511750085485787
37	GDP	-6.4161072032024995	0.0030325899024830688	0.007370932027383331	0.06751784264505462	-3.888587382515838
